fraction_looped,looped_frames,n_beads,n_loops,replicate,total_frames,mutant,date,salt,hmgb1
0.047174490258152305,54882,15,5,11,1163383,12HeptA4T,190702,Ca,80
0.013184565904811669,11708,8,2,12,888008,12HeptA4T,190702,Ca,80
0.02530064813180241,56181,23,13,13,2220536,12HeptA4T,190702,Ca,80
0.023259191181483733,34115,14,1,14,1466732,12HeptA4T,190702,Ca,80
0.019442333582205838,26327,16,8,15,1354107,12HeptA4T,190702,Ca,80
0.0028269083987448526,6600,22,3,16,2334706,12HeptA4T,190702,Ca,80
0.03444140801184341,60860,19,16,1,1767059,V5-43,180329,Mg,80
0.025273020208146514,67922,32,4,2,2687530,V5-43,180329,Mg,80
0.0,0,46,0,3,3878553,V5-43,180329,Mg,80
0.02357166948106442,103785,44,5,4,4402955,V5-43,180329,Mg,80
0.014161171012041564,62294,45,2,5,4398930,V5-43,180329,Mg,80
0.023605118591156733,59267,27,5,1,2510769,V6-15,190515,Mg,80
0.012595535314779692,13906,15,4,2,1104042,V6-15,190515,Mg,80
0.0028098018689667443,5795,22,3,3,2062423,V6-15,190515,Mg,80
0.0015518749617349453,2991,19,1,4,1927346,V6-15,190515,Mg,80
0.0007579892506003187,1554,24,1,5,2050161,V6-15,190515,Mg,80
0.0064021467874304586,6098,11,3,6,952493,V6-15,190515,Mg,80
0.0,0,22,0,7,1902776,V6-15,190515,Mg,80
0.0017318619663074127,2904,18,2,8,1676808,V6-15,190515,Mg,80
0.007681633911647607,9317,13,2,9,1212893,V6-15,190515,Mg,80
0.021316633626103358,34097,16,5,10,1599549,V6-15,190515,Mg,80
0.07613528396256973,105535,14,3,11,1386151,V6-15,190515,Mg,80
0.009802294515165802,46779,56,4,1,4772250,12HeptC3G,161002,Mg,80
0.00865900884187184,55355,66,10,2,6392764,12HeptC3G,161002,Mg,80
0.004749982004696288,24416,56,9,3,5140230,12HeptC3G,161002,Mg,80
0.0043981243007002865,25743,56,9,4,5853177,12HeptC3G,161002,Mg,80
0.014980032472089911,51225,36,10,5,3419552,12HeptC3G,161002,Mg,80
0.0004128409286084582,1310,33,1,6,3173135,12HeptC3G,161002,Mg,80
0.04524927766808644,96643,24,6,7,2135791,12HeptC3G,161002,Mg,80
0.0051416349305545145,12695,30,4,8,2469059,12HeptC3G,161002,Mg,80
0.03384050554552056,161156,61,13,1,4762222,WT12rss,190411,Mg,80
0.0069832092535254495,35901,56,9,2,5141046,WT12rss,190411,Mg,80
0.013870337166385303,61391,49,8,3,4426064,WT12rss,190411,Mg,80
0.00649229323931906,22308,45,6,4,3436074,WT12rss,190411,Mg,80
0.014588865141489443,57454,44,7,5,3938209,WT12rss,190411,Mg,80
0.0,0,7,0,6,126007,WT12rss,190411,Mg,80
0.029824248020995665,125890,46,8,7,4221062,WT12rss,190411,Mg,80
0.0041781690507196505,19597,49,3,8,4690332,WT12rss,190411,Mg,80
0.02091014503537524,67444,34,8,9,3225420,WT12rss,190411,Mg,80
0.027000085006023446,72101,31,8,10,2670399,WT12rss,190411,Mg,80
0.040471058057201456,44834,17,4,11,1107804,WT12rss,190411,Mg,80
0.011576942589342892,1392,3,1,12,120239,WT12rss,190411,Mg,80
0.004812664192812612,7674,13,3,13,1594543,WT12rss,190411,Mg,80
0.009772603394801165,8624,11,3,14,882467,WT12rss,190411,Mg,80
0.011327002465245869,13977,15,3,15,1233954,WT12rss,190411,Mg,80
0.02502416005449401,20793,13,4,16,830917,WT12rss,190411,Mg,80
0.03341219168822894,31043,12,5,17,929092,WT12rss,190411,Mg,80
0.008071818914937296,10750,16,1,18,1331794,WT12rss,190411,Mg,80
0.0180280946794784,53834,35,13,19,2986117,WT12rss,190411,Mg,80
0.004740522489133733,15761,33,6,20,3324739,WT12rss,190411,Mg,80
0.08644264672043761,172057,23,11,21,1990418,WT12rss,190411,Mg,80
0.004999608397001095,5809,15,1,22,1161891,WT12rss,190411,Mg,80
0.025096829626845132,44865,19,5,23,1787676,WT12rss,190411,Mg,80
0.07106373503400001,62233,14,5,24,875735,WT12rss,190411,Mg,80
0.011171322458464297,12134,11,3,25,1086174,WT12rss,190411,Mg,80
0.02012298561858859,34056,17,4,26,1692393,WT12rss,190411,Mg,80
0.004947425009754309,5034,11,1,27,1017499,WT12rss,190411,Mg,80
0.0,0,14,0,1,1207564,12HeptT6AG7C,181029,Mg,80
0.0,0,27,0,2,2434136,12HeptT6AG7C,181029,Mg,80
0.0,0,36,0,3,3681639,12HeptT6AG7C,181029,Mg,80
0.0,0,38,0,4,4624645,12HeptT6AG7C,181029,Mg,80
0.0016179228084796083,5964,36,2,1,3686208,12NonA4T,180401,Mg,80
0.02562527145414676,99179,43,3,2,3870359,12NonA4T,180401,Mg,80
0.009137925572721476,33173,35,4,3,3630255,12NonA4T,180401,Mg,80
0.025242477389264908,103699,37,1,4,4108115,12NonA4T,180401,Mg,80
0.08373755156447546,151209,24,9,1,1805749,12SpacT9C,Date Unknown,Mg,80
0.057106772693635385,160203,31,7,2,2805324,12SpacT9C,Date Unknown,Mg,80
0.03140125776191888,69715,26,14,3,2220134,12SpacT9C,Date Unknown,Mg,80
0.12777425628874772,383201,36,10,4,2999047,12SpacT9C,Date Unknown,Mg,80
0.07225396736583695,51654,9,2,1,714895,12SpacC8T,180122,Mg,80
0.0,0,16,0,2,1426493,12SpacC8T,180122,Mg,80
0.000662515241643584,1310,14,1,3,1977313,12SpacC8T,180122,Mg,80
0.00431579387082519,9815,19,4,4,2274205,12SpacC8T,180122,Mg,80
0.007272466652051468,6900,11,3,5,948784,12SpacC8T,180122,Mg,80
0.015566118978575225,23227,18,3,6,1492151,12SpacC8T,180122,Mg,80
0.010254274942364987,11747,11,4,7,1145571,12SpacC8T,180122,Mg,80
0.0077717203539201165,13272,24,4,1,1707730,12SpacC4T,170706,Mg,80
0.007899536315923897,13176,23,4,2,1667946,12SpacC4T,170706,Mg,80
0.0,0,15,0,3,1420454,12SpacC4T,170706,Mg,80
0.04267565950683124,82534,23,8,4,1933983,12SpacC4T,170706,Mg,80
0.001236629603010189,1404,12,1,5,1135344,12SpacC4T,170706,Mg,80
0.0032716008481314604,4345,12,3,6,1328096,12SpacC4T,170706,Mg,80
0.054986153684406076,53869,11,8,7,979683,12SpacC4T,170706,Mg,80
0.0967788415497196,110153,17,6,8,1138193,12SpacC4T,170706,Mg,80
0.05428049060291984,60091,14,14,9,1107046,12SpacC4T,170706,Mg,80
0.008981202192256132,7289,9,1,10,811584,12SpacC4T,170706,Mg,80
0.04504930416399035,194486,57,29,11,4317181,12SpacC4T,170706,Mg,80
0.03743253537558077,149233,49,25,12,3986719,12SpacC4T,170706,Mg,80
0.05605945288483269,209110,40,13,13,3730147,12SpacC4T,170706,Mg,80
0.00813183552924359,8442,13,4,1,1038142,12SpacC4G,170620,Mg,80
0.0006283273877157456,1315,20,1,2,2092858,12SpacC4G,170620,Mg,80
0.004632159698794058,6213,18,3,3,1341275,12SpacC4G,170620,Mg,80
0.027939311517622703,57832,22,14,4,2069915,12SpacC4G,170620,Mg,80
0.005863566890411906,15944,24,6,5,2719164,12SpacC4G,170620,Mg,80
0.0008646712239683978,2517,28,1,6,2910933,12SpacC4G,170620,Mg,80
0.03804624453180235,27283,11,1,7,717101,12SpacC4G,170620,Mg,80
0.0005511702142162963,1415,28,1,8,2567265,12SpacC4G,170620,Mg,80
0.021177906474698673,43900,23,3,9,2072915,12SpacC4G,170620,Mg,80
0.0032059629114094563,7854,23,4,10,2449810,12SpacC4G,170620,Mg,80
0.02063761992137371,20279,16,2,1,982623,12SpacA12C,170615,Mg,80
0.0,0,16,0,2,1529594,12SpacA12C,170615,Mg,80
0.004408103771708191,9484,23,2,3,2151492,12SpacA12C,170615,Mg,80
0.009940935757357366,18980,26,5,4,1909277,12SpacA12C,170615,Mg,80
0.004101054502076331,11761,31,2,5,2867799,12SpacA12C,170615,Mg,80
0.03298801268857244,55085,20,4,6,1669849,12SpacA12C,170615,Mg,80
0.004517149875071803,6409,12,1,1,1418815,V19-93,190521,Mg,80
0.014419190618253006,15394,12,1,2,1067605,V19-93,190521,Mg,80
0.012879436889345064,17304,17,4,3,1343537,V19-93,190521,Mg,80
0.0032510461541625114,4743,18,1,4,1458915,V19-93,190521,Mg,80
0.025135847917810837,26820,14,5,5,1067002,V19-93,190521,Mg,80
0.005736812290622833,4699,12,1,6,819096,V19-93,190521,Mg,80
0.026491761905344493,30315,18,7,7,1144318,V19-93,190521,Mg,80
0.017194596291285145,25582,18,2,8,1487793,V19-93,190521,Mg,80
0.29966609312229875,322545,13,12,9,1076348,V19-93,190521,Mg,80
0.008292278662459069,15359,19,5,10,1852205,V19-93,190521,Mg,80
0.021487328189740057,45958,27,2,11,2138842,V19-93,190521,Mg,80
0.005332349921758977,15515,36,2,12,2909599,V19-93,190521,Mg,80
0.044837814784474975,252056,37,9,13,5621505,V19-93,190521,Mg,80
0.021653499733468033,59672,31,4,14,2755767,V19-93,190521,Mg,80
0.0,0,17,0,1,922334,12SpacA7G,180118,Mg,80
0.0,0,11,0,2,1200946,12SpacA7G,180118,Mg,80
0.00395522564598217,9363,22,2,3,2367248,12SpacA7G,180118,Mg,80
0.013336346274004266,19594,16,3,4,1469218,12SpacA7G,180118,Mg,80
0.002612973629620479,4061,19,2,5,1554168,12SpacA7G,180118,Mg,80
0.024403272278145604,49751,28,2,6,2038702,12SpacA7G,180118,Mg,80
0.022728912770156064,65514,28,4,7,2882408,12SpacA7G,180118,Mg,80
0.008423169834310002,23477,27,3,8,2787193,12SpacA7G,180118,Mg,80
0.0,0,38,0,1,3179957,12HeptT6A,160902,Mg,80
0.0005315300593916501,1750,39,1,2,3292382,12HeptT6A,160902,Mg,80
0.0,0,50,0,3,4816052,12HeptT6A,160902,Mg,80
0.0,0,45,0,4,4026896,12HeptT6A,160902,Mg,80
0.0,0,20,0,5,1268721,12HeptT6A,160902,Mg,80
0.0,0,28,0,6,2120845,12HeptT6A,160902,Mg,80
0.000530816636445611,1351,26,1,7,2545135,12HeptT6A,160902,Mg,80
0.009958226760753391,57871,67,8,1,5811376,12HeptG7C,160804,Mg,80
0.010139881294708128,30502,36,3,2,3008122,12HeptG7C,160804,Mg,80
0.03635667888641234,150686,43,16,3,4144658,12HeptG7C,160804,Mg,80
0.005237707508306026,7359,20,1,1,1405004,12SpacT9G,180403,Mg,80
0.009824188127025627,26799,32,3,2,2727859,12SpacT9G,180403,Mg,80
0.0031861307412269675,13688,44,3,3,4296120,12SpacT9G,180403,Mg,80
0.014504208889896751,53087,42,6,1,3660110,12NonA5T,161115,Mg,80
0.04509688326858801,197895,43,11,2,4388219,12NonA5T,161115,Mg,80
0.009082003700299936,31485,42,7,3,3466746,12NonA5T,161115,Mg,80
0.0038189112260339914,16398,45,3,4,4293894,12NonA5T,161115,Mg,80
0.0031614684271433153,12698,44,4,5,4016488,12NonA5T,161115,Mg,80
0.020682612881303908,93799,49,0,6,4535162,12NonA5T,161115,Mg,80
0.019834687619194418,80811,47,9,7,4074226,12NonA5T,161115,Mg,80
0.014954096419694285,69795,42,15,8,4667283,12NonA5T,161115,Mg,80
0.02372461995522272,101506,48,14,1,4278509,V6-17,180312,Mg,80
0.01727875046229365,32891,23,3,2,1903552,V6-17,180312,Mg,80
0.003363410202487429,7832,26,4,3,2328589,V6-17,180312,Mg,80
0.012200606314589474,31850,29,12,4,2610526,V6-17,180312,Mg,80
0.025678418336103577,29353,15,4,1,1143100,DFL1613,170929,Mg,80
0.027040244670042807,82826,33,7,2,3063064,DFL1613,170929,Mg,80
0.027108503088673717,78881,35,22,3,2909825,DFL1613,170929,Mg,80
0.0,0,9,0,1,786152,12SpacA7C,Date Unknown,Mg,80
0.01113389474192508,12912,15,3,2,1159702,12SpacA7C,Date Unknown,Mg,80
0.020685850612459457,7162,10,2,3,346227,12SpacA7C,Date Unknown,Mg,80
0.011049161516493324,18892,14,4,4,1709813,12SpacA7C,Date Unknown,Mg,80
0.018816763018355935,9514,9,3,5,505613,12SpacA7C,Date Unknown,Mg,80
0.015559000386713647,18749,15,4,6,1205026,12SpacA7C,Date Unknown,Mg,80
0.009867661815838391,11928,17,2,7,1208797,12SpacA7C,Date Unknown,Mg,80
0.07481197379972732,147932,31,10,8,1977384,12SpacA7C,Date Unknown,Mg,80
0.05093331810564647,92762,19,7,9,1821244,12SpacA7C,Date Unknown,Mg,80
0.0018272511043153244,3361,24,1,1,1839375,12SpacC1A,180327,Mg,80
0.015306312043200732,36247,25,6,2,2368108,12SpacC1A,180327,Mg,80
0.045923357232379385,114102,29,7,3,2484618,12SpacC1A,180327,Mg,80
0.01740208023468066,37171,27,3,4,2136009,12SpacC1A,180327,Mg,80
0.0018907578351054905,5702,33,1,1,3015722,V8-18,180416,Mg,80
0.0012519398571093933,6841,56,3,2,5464320,V8-18,180416,Mg,80
0.0003484858321216969,1707,51,1,3,4898334,V8-18,180416,Mg,80
0.0,0,6,0,4,443702,V8-18,180416,Mg,80
0.14996572690755755,148552,10,5,1,990573,12SpacG11T,190523,Mg,0
0.04344116730263829,45572,18,4,2,1049051,12SpacG11T,190523,Mg,0
0.18601418403202347,57808,5,1,3,310772,12SpacG11T,190523,Mg,0
0.0011021879657653483,1303,12,1,4,1182194,12SpacG11T,190523,Mg,0
0.0006581640352723431,1304,20,1,5,1981269,12SpacG11T,190523,Mg,0
0.0,0,23,0,6,2100458,12SpacG11T,190523,Mg,0
0.0253979765746818,52530,20,8,7,2068275,12SpacG11T,190523,Mg,0
0.0025149877987414577,7437,27,3,8,2957072,12SpacG11T,190523,Mg,0
0.04596212139559412,92993,25,3,1,2023253,12SpacG11T,190516,Mg,80
0.034392203560782285,65128,23,5,2,1893685,12SpacG11T,190516,Mg,80
0.014139495083520307,49968,34,13,3,3533931,12SpacG11T,190516,Mg,80
0.03144881250159237,62952,22,5,4,2001729,12SpacG11T,190516,Mg,80
0.000763587298419461,1408,21,1,5,1843928,12SpacG11T,190516,Mg,80
0.01853324259463578,40768,23,7,6,2199723,12SpacG11T,190516,Mg,80
0.054651145313533336,72721,17,5,7,1330640,12SpacG11T,190516,Mg,80
0.06324649162413447,96793,15,10,8,1530409,12SpacG11T,190516,Mg,80
0.017392731010827518,20354,16,4,9,1170259,12SpacG11T,190516,Mg,80
0.01569395294808002,5242,20,2,10,334014,12SpacG11T,190516,Mg,80
0.06486198260007602,46589,18,3,11,718279,12SpacG11T,190516,Mg,80
0.05802908336282811,38365,17,7,12,661134,12SpacG11T,190516,Mg,80
0.0,0,6,0,13,307493,12SpacG11T,190516,Mg,80
0.15072648353203463,129941,11,3,14,862098,12SpacG11T,190516,Mg,80
0.04666517197205727,50161,12,5,15,1074913,12SpacG11T,190516,Mg,80
0.10716848309171846,90063,12,5,16,840387,12SpacG11T,190516,Mg,80
0.1643896779576575,95359,8,3,17,580079,12SpacG11T,190516,Mg,80
0.03006909946238654,77162,28,5,18,2566156,12SpacG11T,190516,Mg,80
0.07246929631522056,214874,32,17,19,2965035,12SpacG11T,190516,Mg,80
0.004392941163287425,14113,33,5,20,3212654,12SpacG11T,190516,Mg,80
0.009150553802494759,32406,36,8,21,3541425,12SpacG11T,190516,Mg,80
0.0574484927579641,26852,8,5,22,467410,12SpacG11T,190516,Mg,80
0.024781915984414683,45559,25,8,23,1838397,12SpacG11T,190516,Mg,80
0.017898284546306792,49983,31,11,24,2792614,12SpacG11T,190516,Mg,80
0.03140711591593317,87474,29,7,25,2785165,12SpacG11T,190516,Mg,80
0.010172059411792726,19860,21,3,26,1952407,12SpacG11T,190516,Mg,80
0.01271901050865949,26464,23,4,27,2080665,12SpacG11T,190516,Mg,80
0.10556733218745071,157968,20,12,28,1496372,12SpacG11T,190516,Mg,80
0.047181598889872445,120193,30,4,29,2547455,12SpacG11T,190516,Mg,80
0.038716556021627116,46953,18,10,30,1212737,12SpacG11T,190516,Mg,80
0.08857470740917076,175437,21,20,31,1980667,12SpacG11T,190516,Mg,80
0.0014791695240898898,2653,22,2,32,1793574,12SpacG11T,190516,Mg,80
0.016252360829925133,28707,18,2,33,1766328,12SpacG11T,190516,Mg,80
0.014870225409897976,9844,15,2,34,661994,12SpacG11T,190516,Mg,80
0.04291291824225629,56583,18,3,35,1318554,12SpacG11T,190516,Mg,80
0.2524120127454434,351800,20,14,36,1393753,12SpacG11T,190516,Mg,80
0.007627327007736801,12750,18,3,37,1671621,12SpacG11T,190516,Mg,80
0.005054431141009623,14649,29,0,38,2898249,12SpacG11T,190516,Mg,80
0.0005182021480391643,1306,25,1,39,2520252,12SpacG11T,190516,Mg,80
0.003104957901756916,7398,22,2,40,2382641,12SpacG11T,190516,Mg,80
0.015909314593913624,32329,22,4,41,2032080,12SpacG11T,190516,Mg,80
0.0015783091856979882,3081,21,2,42,1952089,12SpacG11T,190516,Mg,80
0.021259513523652095,55766,28,10,43,2623108,12SpacG11T,190516,Mg,80
0.0,0,28,0,44,3067892,12SpacG11T,190516,Mg,80
0.0,0,18,0,1,1745985,V10-96,180405,Mg,80
0.008171259256889192,26560,36,3,2,3250417,V10-96,180405,Mg,80
0.025032564505435236,93936,36,4,3,3752552,V10-96,180405,Mg,80
0.0273680900976378,87743,31,4,4,3206033,V10-96,180405,Mg,80
0.20360979137667,186937,10,2,1,918114,12SpacG11T,190613,Ca,160
0.20808742173238234,246558,12,4,2,1184877,12SpacG11T,190613,Ca,160
0.16467795956355086,215159,16,3,3,1306544,12SpacG11T,190613,Ca,160
0.271586935252068,116029,6,0,4,427226,12SpacG11T,190613,Ca,160
0.11149777384084816,153311,12,1,5,1375014,12SpacG11T,190613,Ca,160
0.011324812910762217,14290,12,4,6,1261831,12SpacG11T,190613,Ca,160
0.08034729140927922,115566,15,4,7,1438331,12SpacG11T,190613,Ca,160
0.028587075575027383,8352,5,2,1,292160,12SpacG6A,190425,Mg,80
0.0010638405730979414,1469,14,1,2,1380846,12SpacG6A,190425,Mg,80
0.012421957529714651,15710,19,3,3,1264696,12SpacG6A,190425,Mg,80
0.08388299478088752,134766,15,8,4,1606595,12SpacG6A,190425,Mg,80
0.02185702971360536,62673,27,7,5,2867407,12SpacG6A,190425,Mg,80
0.014562904090140374,25110,18,4,6,1724244,12SpacG6A,190425,Mg,80
0.0,0,9,0,7,1327725,12SpacG6A,190425,Mg,80
0.17309577453654296,87583,9,5,8,505980,12SpacG6A,190425,Mg,80
0.1086985860400493,49131,8,5,9,451993,12SpacG6A,190425,Mg,80
0.014832072591659232,17539,15,3,10,1182505,12SpacG6A,190425,Mg,80
0.0711663799916322,76543,12,4,11,1075550,12SpacG6A,190425,Mg,80
0.0029442867973876997,6295,28,4,12,2138039,12SpacG6A,190425,Mg,80
0.07497477300558707,154470,23,4,13,2060293,12SpacG6A,190425,Mg,80
0.06054488782230804,157278,22,8,14,2597709,12SpacG6A,190425,Mg,80
0.031845680762089185,79991,26,8,15,2511832,12SpacG6A,190425,Mg,80
0.015075424947806436,56742,43,7,1,3763874,12HeptT6C,160930,Mg,80
0.0,0,62,0,2,5698939,12HeptT6C,160930,Mg,80
0.0003538656597995051,2688,77,2,3,7596103,12HeptT6C,160930,Mg,80
0.00017021988381178118,1327,68,1,4,7795799,12HeptT6C,160930,Mg,80
0.0034169551128862886,17008,52,4,5,4977531,12HeptT6C,160930,Mg,80
0.0,0,57,0,6,5553477,12HeptT6C,160930,Mg,80
0.012899579582696729,56171,46,9,7,4354483,12HeptT6C,160930,Mg,80
0.0,0,56,0,8,5717448,12HeptT6C,160930,Mg,80
0.022096147770569802,19793,12,4,1,895767,V9-120,190521,Mg,80
0.04236571741588119,78733,20,9,2,1858413,V9-120,190521,Mg,80
0.0014615128511937363,1892,16,1,3,1294549,V9-120,190521,Mg,80
0.01694871910585616,11267,8,1,4,664770,V9-120,190521,Mg,80
0.011330926044788168,17265,16,3,5,1523706,V9-120,190521,Mg,80
0.008039830803357836,5915,9,2,6,735712,V9-120,190521,Mg,80
0.00794356392937117,13849,18,2,7,1743424,V9-120,190521,Mg,80
0.016099718545648397,27966,26,5,8,1737049,V9-120,190521,Mg,80
0.003022587845636988,7319,25,2,9,2421435,V9-120,190521,Mg,80
0.0008253505544775268,1316,21,1,10,1594474,V9-120,190521,Mg,80
0.00403800798637035,9189,26,4,11,2275627,V9-120,190521,Mg,80
0.0,0,32,0,12,3094330,V9-120,190521,Mg,80
0.03144090299620672,53768,19,7,13,1710129,V9-120,190521,Mg,80
0.035312362506915496,40531,10,3,1,1147785,12SpacT9A,170810,Mg,80
0.005735001337176478,8106,18,3,2,1413426,12SpacT9A,170810,Mg,80
0.05892408208958825,48845,9,3,3,828948,12SpacT9A,170810,Mg,80
0.009572936166138702,17198,19,2,4,1796523,12SpacT9A,170810,Mg,80
0.04840671205603037,71845,25,6,5,1484195,12SpacT9A,170810,Mg,80
0.0380304536915499,121890,31,5,6,3205063,12SpacT9A,170810,Mg,80
0.0014890938216201553,7010,48,2,1,4707561,12NonC8T,180928,Mg,80
0.0002557929130558952,1365,56,1,2,5336348,12NonC8T,180928,Mg,80
0.0,0,14,0,3,1217671,12NonC8T,180928,Mg,80
0.0007243925311301829,2441,33,1,4,3369720,12NonC8T,180928,Mg,80
0.022417399516385477,43962,25,4,5,1961066,12NonC8T,180928,Mg,80
0.0285992687508888,122274,35,4,6,4275424,12NonC8T,180928,Mg,80
0.008421667285055017,29076,35,1,7,3452523,12NonC8T,180928,Mg,80
0.006616855742339315,22952,34,5,8,3468717,12NonC8T,180928,Mg,80
0.012959739811373638,79806,63,12,1,6157994,12HeptG5C,160923,Mg,80
0.0007288019191536333,4907,61,2,2,6732968,12HeptG5C,160923,Mg,80
0.0006420749046342855,5110,70,2,3,7958573,12HeptG5C,160923,Mg,80
0.0032291299528401543,25525,80,5,4,7904606,12HeptG5C,160923,Mg,80
0.002395372438696961,14039,63,3,5,5860884,12HeptG5C,160923,Mg,80
0.01130132764415754,55462,56,19,6,4907565,12HeptG5C,160923,Mg,80
0.009458064448742342,54331,59,19,7,5744410,12HeptG5C,160923,Mg,80
0.0042771056809895475,33228,73,7,8,7768805,12HeptG5C,160923,Mg,80
0.023492777493345024,156472,79,10,9,6660430,12HeptG5C,160923,Mg,80
0.007575607438342054,61161,89,5,10,8073412,12HeptG5C,160923,Mg,80
0.023871767418510735,134333,62,9,11,5627275,12HeptG5C,160923,Mg,80
0.0006804574297119253,4561,66,1,12,6702844,12HeptG5C,160923,Mg,80
0.0017994494242203718,5294,35,1,1,2942011,12NonA3C,170120,Mg,80
0.0013237020391280235,7306,62,4,2,5519369,12NonA3C,170120,Mg,80
0.024416963893460018,131165,58,6,3,5371880,12NonA3C,170120,Mg,80
0.0,0,53,0,4,5192437,12NonA3C,170120,Mg,80
0.0,0,22,0,5,2126982,12NonA3C,170120,Mg,80
0.00028825267827946365,1406,47,1,6,4877665,12NonA3C,170120,Mg,80
