fraction_looped,looped_frames,n_beads,n_loops,replicate,total_frames,mutant,date,salt,hmgb1
0.001353905849306086,5005,41,1,7,3696712,12NonA3C,170120,Mg,80
0.0,0,45,0,8,4198075,12NonA3C,170120,Mg,80
0.0,0,35,0,9,2964307,12NonA3C,170120,Mg,80
0.007923156149174547,43503,62,0,10,5490615,12NonA3C,170120,Mg,80
0.004334125940493692,6704,54,1,11,1546794,12NonA3C,170120,Mg,80
0.0,0,40,0,12,3590030,12NonA3C,170120,Mg,80
0.0115782449788429,28717,30,9,1,2480255,12SpacG10C,180202,Mg,80
0.005601533778051337,13469,29,4,2,2404520,12SpacG10C,180202,Mg,80
0.020981276880799097,64584,32,7,3,3078173,12SpacG10C,180202,Mg,80
0.023099910973520214,51635,26,11,4,2235290,12SpacG10C,180202,Mg,80
0.005112405485826035,13343,30,1,1,2609926,12HeptA4T,160920,Mg,80
0.0,0,21,0,2,1153452,12HeptA4T,160920,Mg,80
0.006544004813326867,40504,64,5,3,6189482,12HeptA4T,160920,Mg,80
0.002566411892922139,13239,55,4,4,5158564,12HeptA4T,160920,Mg,80
0.03964074966700564,135382,37,5,5,3415223,12HeptA4T,160920,Mg,80
0.03689715479520106,211458,50,11,6,5731011,12HeptA4T,160920,Mg,80
0.08234984350451716,557022,55,34,7,6764093,12HeptA4T,160920,Mg,80
0.025208309213659057,104078,36,3,8,4128718,12HeptA4T,160920,Mg,80
0.022360387791380554,147711,65,11,9,6605923,12HeptA4T,160920,Mg,80
0.026033348483271167,164048,72,19,10,6301456,12HeptA4T,160920,Mg,80
0.03444827347645282,251455,61,24,11,7299495,12HeptA4T,160920,Mg,80
0.03978561148331793,243789,61,17,12,6127567,12HeptA4T,160920,Mg,80
0.002326564152294184,3474,17,2,1,1493189,12NonC8G,170609,Mg,80
0.014021579927640346,34186,29,4,2,2438099,12NonC8G,170609,Mg,80
0.0004979671872821393,1350,16,1,3,2711022,12NonC8G,170609,Mg,80
0.05934941243503235,61560,15,6,4,1037247,12NonC8G,170609,Mg,80
0.0015282527243199674,1915,15,1,5,1253065,12NonC8G,170609,Mg,80
0.005046436964632439,9736,18,3,6,1929282,12NonC8G,170609,Mg,80
0.02689832326774035,64839,21,7,7,2410522,12NonC8G,170609,Mg,80
0.010584152742274373,23162,25,2,1,2188366,V1-135,190520,Mg,80
0.032112904109935614,76158,29,9,2,2371570,V1-135,190520,Mg,80
0.02524130656066033,76475,32,9,3,3029756,V1-135,190520,Mg,80
0.05698074925432975,131320,29,1,4,2304638,V1-135,190520,Mg,80
0.0,0,25,0,5,2146332,V1-135,190520,Mg,80
0.003970668796325019,6016,21,4,6,1515110,V1-135,190520,Mg,80
0.04052497934393132,96427,22,4,7,2379446,V1-135,190520,Mg,80
0.042613536385580936,59333,16,3,8,1392351,V1-135,190520,Mg,80
0.004763310530274219,7277,18,1,9,1527719,V1-135,190520,Mg,80
0.05411805679441159,127108,25,9,10,2348717,V1-135,190520,Mg,80
0.0013814742152246688,3525,26,1,11,2551622,V1-135,190520,Mg,80
0.026608928074298804,37372,19,5,1,1404491,12SpacG6T,170725,Mg,80
0.027482093801482435,52831,23,6,2,1922379,12SpacG6T,170725,Mg,80
0.1305068715481709,279425,24,23,3,2141075,12SpacG6T,170725,Mg,80
0.0077607121388977235,18643,33,8,4,2402228,12SpacG6T,170725,Mg,80
0.038551328885630017,23449,10,6,5,608254,12SpacG6T,170725,Mg,80
0.1152915567020377,284521,29,18,6,2467839,12SpacG6T,170725,Mg,80
0.023732622658955406,27900,18,7,7,1175597,12SpacG6T,170725,Mg,80
0.006975518472804939,17695,28,5,8,2536729,12SpacG6T,170725,Mg,80
0.035714399663924534,67162,20,2,1,1880530,12SpacA3G,180106,Mg,80
0.0016057459784649243,4423,28,3,2,2754483,12SpacA3G,180106,Mg,80
0.05609226317021157,68072,20,4,3,1213572,12SpacA3G,180106,Mg,80
0.03235511190428586,65539,24,11,4,2025615,12SpacA3G,180106,Mg,80
0.01790124801551101,26295,16,7,5,1468892,12SpacA3G,180106,Mg,80
0.05645462473407584,115489,26,8,6,2045696,12SpacA3G,180106,Mg,80
0.020982011291338493,18155,10,3,1,865265,12SpacA12T,180126,Mg,80
0.0,0,16,0,2,1596497,12SpacA12T,180126,Mg,80
0.03010492749919808,89066,36,10,3,2958519,12SpacA12T,180126,Mg,80
0.003509314317945832,13644,43,5,4,3887939,12SpacA12T,180126,Mg,80
0.0268930306683582,88693,33,6,5,3297992,12SpacA12T,180126,Mg,80
0.02768999302854935,52747,20,4,1,1904912,12SpacA3T,180213,Mg,80
0.017797023123947906,33747,18,8,2,1896216,12SpacA3T,180213,Mg,80
0.004651491309764709,6388,14,2,3,1373323,12SpacA3T,180213,Mg,80
0.014379804782439316,21335,16,5,4,1483678,12SpacA3T,180213,Mg,80
0.0036143710708264817,3664,14,2,5,1013731,12SpacA3T,180213,Mg,80
0.016458425056908428,22392,17,4,6,1360519,12SpacA3T,180213,Mg,80
0.003401183555111946,6471,21,3,7,1902573,12SpacA3T,180213,Mg,80
0.0029875108460470767,6201,23,2,1,2075641,12NonA4C,190515,Mg,80
0.011366713935225998,39830,35,3,2,3504091,12NonA4C,190515,Mg,80
0.008648513126136816,28562,33,4,3,3302533,12NonA4C,190515,Mg,80
0.011008895764371052,31618,41,5,4,2872041,12NonA4C,190515,Mg,80
0.002173439262197758,1825,13,1,5,839683,12NonA4C,190515,Mg,80
0.018206839875686057,33498,17,4,6,1839858,12NonA4C,190515,Mg,80
0.06339811044084431,52012,11,1,7,820403,12NonA4C,190515,Mg,80
0.01507670078904549,18198,14,4,8,1207028,12NonA4C,190515,Mg,80
0.0009490812044443699,2659,29,2,9,2801657,12NonA4C,190515,Mg,80
0.0019865424162816767,2841,16,2,10,1430123,12NonA4C,190515,Mg,80
0.0,0,18,0,11,1590826,12NonA4C,190515,Mg,80
0.0,0,17,0,12,1375953,12NonA4C,190515,Mg,80
0.03221624200697411,28899,10,0,13,897032,12NonA4C,190515,Mg,80
0.0,0,30,0,14,2925112,12NonA4C,190515,Mg,80
0.00302068470968745,5712,21,2,15,1890962,12NonA4C,190515,Mg,80
0.0,0,27,0,16,2703930,12NonA4C,190515,Mg,80
0.0008541428492218326,2665,29,2,17,3120087,12NonA4C,190515,Mg,80
0.07733518209473988,174797,23,15,1,2260252,12SpacG11A,Date Unknown,Mg,80
0.014315541864307803,31354,28,5,2,2190207,12SpacG11A,Date Unknown,Mg,80
0.002701542826344917,7233,30,2,3,2677359,12SpacG11A,Date Unknown,Mg,80
0.0416468491884324,55953,13,1,4,1343511,12SpacG11A,Date Unknown,Mg,80
0.0019315370207649263,2673,18,2,5,1383872,12SpacG11A,Date Unknown,Mg,80
0.021141234655246893,49723,25,2,6,2351944,12SpacG11A,Date Unknown,Mg,80
0.0,0,20,0,7,1909604,12SpacG11A,Date Unknown,Mg,80
0.002523244290244254,7269,27,2,8,2880815,12SpacG11A,Date Unknown,Mg,80
0.0852269968964057,177314,21,24,1,2080491,12SpacG11T,190529,Ca,80
0.025974886136652785,61964,23,16,2,2385535,12SpacG11T,190529,Ca,80
0.08458293449441343,99851,12,2,3,1180510,12SpacG11T,190529,Ca,80
0.018425376414545017,11360,7,4,4,616541,12SpacG11T,190529,Ca,80
0.023104576036142955,35471,14,5,5,1535237,12SpacG11T,190529,Ca,80
0.040169646880272566,88614,23,18,6,2205994,12SpacG11T,190529,Ca,80
0.07077081953923169,126232,18,6,7,1783673,12SpacG11T,190529,Ca,80
0.03531978104754703,72068,20,18,8,2040443,12SpacG11T,190529,Ca,80
0.07941926564310801,89499,13,7,9,1126918,12SpacG11T,190529,Ca,80
0.09566636725610328,142717,15,9,10,1491820,12SpacG11T,190529,Ca,80
0.05685088453349489,114202,21,10,11,2008799,12SpacG11T,190529,Ca,80
0.030447100124598694,66955,21,7,12,2199060,12SpacG11T,190529,Ca,80
0.017176780254967584,10911,7,1,13,635218,12SpacG11T,190529,Ca,80
0.048466002438922504,84694,18,9,14,1747493,12SpacG11T,190529,Ca,80
0.04358403576584548,93588,22,18,15,2147300,12SpacG11T,190529,Ca,80
0.04668798005610139,101729,22,30,16,2178912,12SpacG11T,190529,Ca,80
0.016152389872338916,29111,22,5,1,1802272,12SpacG10CG11A,180928,Mg,80
0.009271579516800308,25503,34,3,2,2750664,12SpacG10CG11A,180928,Mg,80
0.006042871653050108,15986,28,3,3,2645431,12SpacG10CG11A,180928,Mg,80
0.022279932666638545,51235,24,2,4,2299603,12SpacG10CG11A,180928,Mg,80
0.004431738641457794,3381,11,1,5,762906,12SpacG10CG11A,180928,Mg,80
0.020024285413595643,56415,20,6,6,2817329,12SpacG10CG11A,180928,Mg,80
0.0019459983058140679,4034,25,2,7,2072972,12SpacG10CG11A,180928,Mg,80
0.0,0,21,0,8,1824183,12SpacG10CG11A,180928,Mg,80
0.0,0,29,0,1,2228506,12HeptT6CG7A,180926,Mg,80
0.0,0,32,0,2,2806568,12HeptT6CG7A,180926,Mg,80
0.0,0,18,0,3,1695021,12HeptT6CG7A,180926,Mg,80
0.0008499367249104867,1401,21,1,4,1648358,12HeptT6CG7A,180926,Mg,80
0.0,0,25,0,5,2659252,12HeptT6CG7A,180926,Mg,80
0.0005932002926577023,1294,23,1,6,2181388,12HeptT6CG7A,180926,Mg,80
0.09769196493131538,133080,16,7,1,1362241,12NonA1G,190429,Mg,80
0.013536631602030693,30741,20,4,2,2270949,12NonA1G,190429,Mg,80
0.020096771370148436,34212,24,5,3,1702363,12NonA1G,190429,Mg,80
0.004680283236732476,13230,30,4,4,2826752,12NonA1G,190429,Mg,80
0.0512476520733998,212811,30,20,5,4152600,12NonA1G,190429,Mg,80
0.023529009226838808,66016,32,8,6,2805728,12NonA1G,190429,Mg,80
0.007383835363810625,13509,24,6,7,1829537,12NonA1G,190429,Mg,80
0.005624534418050472,8313,15,4,8,1477989,12NonA1G,190429,Mg,80
0.10246982759181084,157632,16,5,9,1538326,12NonA1G,190429,Mg,80
0.06104960970599039,104543,17,1,10,1712427,12NonA1G,190429,Mg,80
0.00798729239064944,13124,19,4,11,1643110,12NonA1G,190429,Mg,80
0.0005889270600872279,1590,28,1,12,2699825,12NonA1G,190429,Mg,80
0.08476562601280313,32693,5,0,13,385687,12NonA1G,190429,Mg,80
0.09265081150677112,139603,19,10,14,1506765,12NonA1G,190429,Mg,80
0.014604261778851041,32325,21,3,15,2213395,12NonA1G,190429,Mg,80
0.0036648096284053492,3397,13,1,16,926924,12NonA1G,190429,Mg,80
0.009920773332004584,5973,7,1,17,602070,12NonA1G,190429,Mg,80
0.023673579464381502,55829,28,11,18,2358283,12NonA1G,190429,Mg,80
0.007098377740665624,18315,28,7,19,2580167,12NonA1G,190429,Mg,80
0.0052616490322752694,11838,27,4,1,2249865,12SpacC1G,170803,Mg,80
0.05163390061468026,149749,32,5,2,2900207,12SpacC1G,170803,Mg,80
0.011537132807557526,26516,25,4,3,2298318,12SpacC1G,170803,Mg,80
0.013697077974265935,36386,33,6,4,2656479,12SpacC1G,170803,Mg,80
0.0031876368293379405,8841,36,1,1,2773528,V10-96,180331,Mg,80
0.04031916791497361,202273,35,12,2,5016795,V10-96,180331,Mg,80
0.06074265528832704,284226,48,8,3,4679183,V10-96,180331,Mg,80
0.05005218351730693,246887,46,10,4,4932592,V10-96,180331,Mg,80
0.0,0,9,0,1,728691,12HeptG5A,180301,Mg,80
0.03546577369987182,38986,12,4,2,1099257,12HeptG5A,180301,Mg,80
0.007879067857509496,1842,2,1,3,233784,12HeptG5A,180301,Mg,80
0.0,0,22,0,4,1724035,12HeptG5A,180301,Mg,80
0.003698995986803582,8029,22,1,5,2170589,12HeptG5A,180301,Mg,80
0.0008121479368813738,1483,12,1,6,1826022,12HeptG5A,180301,Mg,80
0.05610834612048836,105126,17,8,7,1873625,12HeptG5A,180301,Mg,80
0.03173890728424921,111373,38,6,1,3509037,12SpacG10A,190506,Mg,80
0.02311210595667384,71265,38,13,2,3083449,12SpacG10A,190506,Mg,80
0.05188464186175768,212466,43,9,3,4094969,12SpacG10A,190506,Mg,80
0.02126861409853318,63499,42,8,4,2985573,12SpacG10A,190506,Mg,80
0.052840980044456656,105785,19,2,5,2001950,12SpacG10A,190506,Mg,80
0.051353114175851866,65427,12,7,6,1274061,12SpacG10A,190506,Mg,80
0.030051424746947508,63849,22,9,7,2124658,12SpacG10A,190506,Mg,80
0.0017720812590523263,3728,21,1,8,2103741,12SpacG10A,190506,Mg,80
0.0007486217732178482,2071,26,1,9,2766417,12SpacG10A,190506,Mg,80
0.0009806396391727587,2933,31,2,10,2990905,12SpacG10A,190506,Mg,80
0.0026828797152830485,2750,14,1,1,1025018,12HeptG7T,161007,Mg,80
0.17802797667860662,300889,19,5,2,1690122,12HeptG7T,161007,Mg,80
0.03428004169904242,49588,16,7,3,1446556,12HeptG7T,161007,Mg,80
0.009072310940838801,17938,17,4,4,1977225,12HeptG7T,161007,Mg,80
0.04842553817374651,93504,18,3,5,1930882,12HeptG7T,161007,Mg,80
0.02458446484086706,69020,32,7,6,2807464,12HeptG7T,161007,Mg,80
0.06283476292391062,94096,16,7,7,1497515,12HeptG7T,161007,Mg,80
0.0,0,17,0,8,1747563,12HeptG7T,161007,Mg,80
0.0,0,16,0,9,1729221,12HeptG7T,161007,Mg,80
0.0005810690498461677,1289,22,1,10,2218325,12HeptG7T,161007,Mg,80
0.10440490577363758,131489,18,8,11,1259414,12HeptG7T,161007,Mg,80
0.0010878201820132866,1328,14,1,12,1220790,12HeptG7T,161007,Mg,80
0.025434653549317277,35988,19,8,1,1414920,WT12rss,190628,Ca,80
0.08449043204421665,52586,15,2,2,622390,WT12rss,190628,Ca,80
0.003753894950188039,5449,21,3,3,1451559,WT12rss,190628,Ca,80
0.004077783003016133,7778,25,3,4,1907409,WT12rss,190628,Ca,80
0.0669582303666562,81205,17,13,5,1212771,WT12rss,190628,Ca,80
0.042629988077487,27389,26,6,6,642482,WT12rss,190628,Ca,80
0.03549196234253156,45760,23,3,7,1289306,WT12rss,190628,Ca,80
0.04296886492211471,49658,14,14,8,1155674,WT12rss,190628,Ca,80
0.02860818354557364,67872,13,15,9,2372468,WT12rss,190628,Ca,80
0.13496704549390823,85720,7,16,10,635118,WT12rss,190628,Ca,80
0.060086068570250895,12245,8,4,11,203791,WT12rss,190628,Ca,80
0.12028162580624838,137457,12,8,12,1142793,WT12rss,190628,Ca,80
0.00584604918757378,3214,13,2,13,549773,WT12rss,190628,Ca,80
0.004079831122028661,7062,19,2,14,1730954,WT12rss,190628,Ca,80
0.008605731505597777,14016,17,4,15,1628682,WT12rss,190628,Ca,80
0.009839176315256258,22483,19,5,16,2285049,WT12rss,190628,Ca,80
0.02634446441663497,71830,21,3,17,2726569,WT12rss,190628,Ca,80
0.0014833798918475615,1447,12,1,18,975475,WT12rss,190628,Ca,80
0.018463352980048763,40764,20,9,19,2207833,WT12rss,190628,Ca,80
0.017027167872912967,34732,21,6,20,2039799,WT12rss,190628,Ca,80
0.008068027914607954,27921,19,12,21,3460697,WT12rss,190628,Ca,80
0.01578353600269275,22133,15,11,22,1402284,WT12rss,190628,Ca,80
0.0277876133017923,20169,9,8,23,725827,WT12rss,190628,Ca,80
0.022170628093559828,27874,12,4,24,1257249,WT12rss,190628,Ca,80
0.006745869179298102,4446,15,0,25,659070,WT12rss,190628,Ca,80
0.011439031477763406,17360,20,3,1,1517611,12NonC9T,180201,Mg,80
0.003022093557757196,3090,11,1,2,1022470,12NonC9T,180201,Mg,80
0.00765298638817179,10435,14,3,3,1363520,12NonC9T,180201,Mg,80
0.008915225258572568,19533,25,4,4,2190971,12NonC9T,180201,Mg,80
0.08477599338622012,120490,14,3,5,1421275,12NonC9T,180201,Mg,80
0.0391836178767276,73648,25,5,6,1879561,12NonC9T,180201,Mg,80
0.0026506506404087053,12435,50,3,1,4691301,12SpacG11C,180523,Mg,80
0.02553674930374164,125179,53,10,2,4901916,12SpacG11C,180523,Mg,80
0.004362829960218193,16333,42,9,3,3743671,12SpacG11C,180523,Mg,80
0.004448878296801577,10297,27,4,4,2314516,12SpacG11C,180523,Mg,80
