n_loops,bead_idx,replicate,mutant,date,salt,hmgb1
0,22,4,12HeptT6AG7C,181029,Mg,80
0,23,4,12HeptT6AG7C,181029,Mg,80
0,24,4,12HeptT6AG7C,181029,Mg,80
0,25,4,12HeptT6AG7C,181029,Mg,80
0,26,4,12HeptT6AG7C,181029,Mg,80
0,27,4,12HeptT6AG7C,181029,Mg,80
0,28,4,12HeptT6AG7C,181029,Mg,80
0,29,4,12HeptT6AG7C,181029,Mg,80
0,30,4,12HeptT6AG7C,181029,Mg,80
0,31,4,12HeptT6AG7C,181029,Mg,80
0,32,4,12HeptT6AG7C,181029,Mg,80
0,33,4,12HeptT6AG7C,181029,Mg,80
0,34,4,12HeptT6AG7C,181029,Mg,80
0,35,4,12HeptT6AG7C,181029,Mg,80
0,36,4,12HeptT6AG7C,181029,Mg,80
0,37,4,12HeptT6AG7C,181029,Mg,80
0,0,1,12NonA4T,180401,Mg,80
1,1,1,12NonA4T,180401,Mg,80
0,2,1,12NonA4T,180401,Mg,80
0,3,1,12NonA4T,180401,Mg,80
0,4,1,12NonA4T,180401,Mg,80
0,5,1,12NonA4T,180401,Mg,80
0,6,1,12NonA4T,180401,Mg,80
0,7,1,12NonA4T,180401,Mg,80
0,8,1,12NonA4T,180401,Mg,80
0,9,1,12NonA4T,180401,Mg,80
0,10,1,12NonA4T,180401,Mg,80
0,11,1,12NonA4T,180401,Mg,80
0,12,1,12NonA4T,180401,Mg,80
0,13,1,12NonA4T,180401,Mg,80
0,14,1,12NonA4T,180401,Mg,80
0,15,1,12NonA4T,180401,Mg,80
0,16,1,12NonA4T,180401,Mg,80
0,17,1,12NonA4T,180401,Mg,80
1,18,1,12NonA4T,180401,Mg,80
0,19,1,12NonA4T,180401,Mg,80
0,20,1,12NonA4T,180401,Mg,80
0,21,1,12NonA4T,180401,Mg,80
0,22,1,12NonA4T,180401,Mg,80
0,23,1,12NonA4T,180401,Mg,80
0,24,1,12NonA4T,180401,Mg,80
0,25,1,12NonA4T,180401,Mg,80
0,26,1,12NonA4T,180401,Mg,80
0,27,1,12NonA4T,180401,Mg,80
0,28,1,12NonA4T,180401,Mg,80
0,29,1,12NonA4T,180401,Mg,80
0,30,1,12NonA4T,180401,Mg,80
0,31,1,12NonA4T,180401,Mg,80
0,32,1,12NonA4T,180401,Mg,80
0,33,1,12NonA4T,180401,Mg,80
0,34,1,12NonA4T,180401,Mg,80
0,35,1,12NonA4T,180401,Mg,80
0,0,2,12NonA4T,180401,Mg,80
0,1,2,12NonA4T,180401,Mg,80
0,2,2,12NonA4T,180401,Mg,80
0,3,2,12NonA4T,180401,Mg,80
0,4,2,12NonA4T,180401,Mg,80
0,5,2,12NonA4T,180401,Mg,80
0,6,2,12NonA4T,180401,Mg,80
0,7,2,12NonA4T,180401,Mg,80
0,8,2,12NonA4T,180401,Mg,80
0,9,2,12NonA4T,180401,Mg,80
0,10,2,12NonA4T,180401,Mg,80
0,11,2,12NonA4T,180401,Mg,80
0,12,2,12NonA4T,180401,Mg,80
0,13,2,12NonA4T,180401,Mg,80
0,14,2,12NonA4T,180401,Mg,80
0,15,2,12NonA4T,180401,Mg,80
0,16,2,12NonA4T,180401,Mg,80
0,17,2,12NonA4T,180401,Mg,80
0,18,2,12NonA4T,180401,Mg,80
0,19,2,12NonA4T,180401,Mg,80
0,20,2,12NonA4T,180401,Mg,80
0,21,2,12NonA4T,180401,Mg,80
0,22,2,12NonA4T,180401,Mg,80
0,23,2,12NonA4T,180401,Mg,80
0,24,2,12NonA4T,180401,Mg,80
0,25,2,12NonA4T,180401,Mg,80
0,26,2,12NonA4T,180401,Mg,80
0,27,2,12NonA4T,180401,Mg,80
0,28,2,12NonA4T,180401,Mg,80
1,29,2,12NonA4T,180401,Mg,80
0,30,2,12NonA4T,180401,Mg,80
0,31,2,12NonA4T,180401,Mg,80
0,32,2,12NonA4T,180401,Mg,80
0,33,2,12NonA4T,180401,Mg,80
0,34,2,12NonA4T,180401,Mg,80
0,35,2,12NonA4T,180401,Mg,80
0,36,2,12NonA4T,180401,Mg,80
0,37,2,12NonA4T,180401,Mg,80
1,38,2,12NonA4T,180401,Mg,80
0,39,2,12NonA4T,180401,Mg,80
0,40,2,12NonA4T,180401,Mg,80
0,41,2,12NonA4T,180401,Mg,80
1,42,2,12NonA4T,180401,Mg,80
0,0,3,12NonA4T,180401,Mg,80
0,1,3,12NonA4T,180401,Mg,80
0,2,3,12NonA4T,180401,Mg,80
1,3,3,12NonA4T,180401,Mg,80
0,4,3,12NonA4T,180401,Mg,80
0,5,3,12NonA4T,180401,Mg,80
0,6,3,12NonA4T,180401,Mg,80
0,7,3,12NonA4T,180401,Mg,80
0,8,3,12NonA4T,180401,Mg,80
2,9,3,12NonA4T,180401,Mg,80
0,10,3,12NonA4T,180401,Mg,80
0,11,3,12NonA4T,180401,Mg,80
0,12,3,12NonA4T,180401,Mg,80
0,13,3,12NonA4T,180401,Mg,80
0,14,3,12NonA4T,180401,Mg,80
0,15,3,12NonA4T,180401,Mg,80
0,16,3,12NonA4T,180401,Mg,80
0,17,3,12NonA4T,180401,Mg,80
0,18,3,12NonA4T,180401,Mg,80
0,19,3,12NonA4T,180401,Mg,80
0,20,3,12NonA4T,180401,Mg,80
0,21,3,12NonA4T,180401,Mg,80
0,22,3,12NonA4T,180401,Mg,80
0,23,3,12NonA4T,180401,Mg,80
0,24,3,12NonA4T,180401,Mg,80
1,25,3,12NonA4T,180401,Mg,80
0,26,3,12NonA4T,180401,Mg,80
0,27,3,12NonA4T,180401,Mg,80
0,28,3,12NonA4T,180401,Mg,80
0,29,3,12NonA4T,180401,Mg,80
0,30,3,12NonA4T,180401,Mg,80
0,31,3,12NonA4T,180401,Mg,80
0,32,3,12NonA4T,180401,Mg,80
0,33,3,12NonA4T,180401,Mg,80
0,34,3,12NonA4T,180401,Mg,80
0,0,4,12NonA4T,180401,Mg,80
0,1,4,12NonA4T,180401,Mg,80
0,2,4,12NonA4T,180401,Mg,80
0,3,4,12NonA4T,180401,Mg,80
0,4,4,12NonA4T,180401,Mg,80
0,5,4,12NonA4T,180401,Mg,80
0,6,4,12NonA4T,180401,Mg,80
0,7,4,12NonA4T,180401,Mg,80
0,8,4,12NonA4T,180401,Mg,80
0,9,4,12NonA4T,180401,Mg,80
0,10,4,12NonA4T,180401,Mg,80
1,11,4,12NonA4T,180401,Mg,80
0,12,4,12NonA4T,180401,Mg,80
0,13,4,12NonA4T,180401,Mg,80
0,14,4,12NonA4T,180401,Mg,80
0,15,4,12NonA4T,180401,Mg,80
0,16,4,12NonA4T,180401,Mg,80
0,17,4,12NonA4T,180401,Mg,80
0,18,4,12NonA4T,180401,Mg,80
0,19,4,12NonA4T,180401,Mg,80
0,20,4,12NonA4T,180401,Mg,80
0,21,4,12NonA4T,180401,Mg,80
0,22,4,12NonA4T,180401,Mg,80
0,23,4,12NonA4T,180401,Mg,80
0,24,4,12NonA4T,180401,Mg,80
0,25,4,12NonA4T,180401,Mg,80
0,26,4,12NonA4T,180401,Mg,80
0,27,4,12NonA4T,180401,Mg,80
0,28,4,12NonA4T,180401,Mg,80
0,29,4,12NonA4T,180401,Mg,80
0,30,4,12NonA4T,180401,Mg,80
0,31,4,12NonA4T,180401,Mg,80
0,32,4,12NonA4T,180401,Mg,80
0,33,4,12NonA4T,180401,Mg,80
0,34,4,12NonA4T,180401,Mg,80
0,35,4,12NonA4T,180401,Mg,80
0,36,4,12NonA4T,180401,Mg,80
0,0,1,12SpacT9C,Date Unknown,Mg,80
0,1,1,12SpacT9C,Date Unknown,Mg,80
0,2,1,12SpacT9C,Date Unknown,Mg,80
0,3,1,12SpacT9C,Date Unknown,Mg,80
0,4,1,12SpacT9C,Date Unknown,Mg,80
0,5,1,12SpacT9C,Date Unknown,Mg,80
0,6,1,12SpacT9C,Date Unknown,Mg,80
2,7,1,12SpacT9C,Date Unknown,Mg,80
2,8,1,12SpacT9C,Date Unknown,Mg,80
1,9,1,12SpacT9C,Date Unknown,Mg,80
1,10,1,12SpacT9C,Date Unknown,Mg,80
1,11,1,12SpacT9C,Date Unknown,Mg,80
0,12,1,12SpacT9C,Date Unknown,Mg,80
0,13,1,12SpacT9C,Date Unknown,Mg,80
0,14,1,12SpacT9C,Date Unknown,Mg,80
0,15,1,12SpacT9C,Date Unknown,Mg,80
0,16,1,12SpacT9C,Date Unknown,Mg,80
0,17,1,12SpacT9C,Date Unknown,Mg,80
1,18,1,12SpacT9C,Date Unknown,Mg,80
0,19,1,12SpacT9C,Date Unknown,Mg,80
0,20,1,12SpacT9C,Date Unknown,Mg,80
0,21,1,12SpacT9C,Date Unknown,Mg,80
0,22,1,12SpacT9C,Date Unknown,Mg,80
1,23,1,12SpacT9C,Date Unknown,Mg,80
0,0,2,12SpacT9C,Date Unknown,Mg,80
0,1,2,12SpacT9C,Date Unknown,Mg,80
0,2,2,12SpacT9C,Date Unknown,Mg,80
0,3,2,12SpacT9C,Date Unknown,Mg,80
1,4,2,12SpacT9C,Date Unknown,Mg,80
0,5,2,12SpacT9C,Date Unknown,Mg,80
0,6,2,12SpacT9C,Date Unknown,Mg,80
0,7,2,12SpacT9C,Date Unknown,Mg,80
0,8,2,12SpacT9C,Date Unknown,Mg,80
2,9,2,12SpacT9C,Date Unknown,Mg,80
0,10,2,12SpacT9C,Date Unknown,Mg,80
0,11,2,12SpacT9C,Date Unknown,Mg,80
0,12,2,12SpacT9C,Date Unknown,Mg,80
4,13,2,12SpacT9C,Date Unknown,Mg,80
0,14,2,12SpacT9C,Date Unknown,Mg,80
0,15,2,12SpacT9C,Date Unknown,Mg,80
0,16,2,12SpacT9C,Date Unknown,Mg,80
0,17,2,12SpacT9C,Date Unknown,Mg,80
0,18,2,12SpacT9C,Date Unknown,Mg,80
0,19,2,12SpacT9C,Date Unknown,Mg,80
0,20,2,12SpacT9C,Date Unknown,Mg,80
1,21,2,12SpacT9C,Date Unknown,Mg,80
0,22,2,12SpacT9C,Date Unknown,Mg,80
0,23,2,12SpacT9C,Date Unknown,Mg,80
0,24,2,12SpacT9C,Date Unknown,Mg,80
0,25,2,12SpacT9C,Date Unknown,Mg,80
0,26,2,12SpacT9C,Date Unknown,Mg,80
0,27,2,12SpacT9C,Date Unknown,Mg,80
1,28,2,12SpacT9C,Date Unknown,Mg,80
0,29,2,12SpacT9C,Date Unknown,Mg,80
0,30,2,12SpacT9C,Date Unknown,Mg,80
0,0,3,12SpacT9C,Date Unknown,Mg,80
1,1,3,12SpacT9C,Date Unknown,Mg,80
0,2,3,12SpacT9C,Date Unknown,Mg,80
0,3,3,12SpacT9C,Date Unknown,Mg,80
0,4,3,12SpacT9C,Date Unknown,Mg,80
0,5,3,12SpacT9C,Date Unknown,Mg,80
4,6,3,12SpacT9C,Date Unknown,Mg,80
2,7,3,12SpacT9C,Date Unknown,Mg,80
0,8,3,12SpacT9C,Date Unknown,Mg,80
1,9,3,12SpacT9C,Date Unknown,Mg,80
0,10,3,12SpacT9C,Date Unknown,Mg,80
0,11,3,12SpacT9C,Date Unknown,Mg,80
0,12,3,12SpacT9C,Date Unknown,Mg,80
0,13,3,12SpacT9C,Date Unknown,Mg,80
0,14,3,12SpacT9C,Date Unknown,Mg,80
0,15,3,12SpacT9C,Date Unknown,Mg,80
1,16,3,12SpacT9C,Date Unknown,Mg,80
0,17,3,12SpacT9C,Date Unknown,Mg,80
1,18,3,12SpacT9C,Date Unknown,Mg,80
0,19,3,12SpacT9C,Date Unknown,Mg,80
0,20,3,12SpacT9C,Date Unknown,Mg,80
0,21,3,12SpacT9C,Date Unknown,Mg,80
1,22,3,12SpacT9C,Date Unknown,Mg,80
0,23,3,12SpacT9C,Date Unknown,Mg,80
1,24,3,12SpacT9C,Date Unknown,Mg,80
2,25,3,12SpacT9C,Date Unknown,Mg,80
0,0,4,12SpacT9C,Date Unknown,Mg,80
0,1,4,12SpacT9C,Date Unknown,Mg,80
0,2,4,12SpacT9C,Date Unknown,Mg,80
1,3,4,12SpacT9C,Date Unknown,Mg,80
1,4,4,12SpacT9C,Date Unknown,Mg,80
0,5,4,12SpacT9C,Date Unknown,Mg,80
0,6,4,12SpacT9C,Date Unknown,Mg,80
2,7,4,12SpacT9C,Date Unknown,Mg,80
2,8,4,12SpacT9C,Date Unknown,Mg,80
0,9,4,12SpacT9C,Date Unknown,Mg,80
0,10,4,12SpacT9C,Date Unknown,Mg,80
0,11,4,12SpacT9C,Date Unknown,Mg,80
1,12,4,12SpacT9C,Date Unknown,Mg,80
0,13,4,12SpacT9C,Date Unknown,Mg,80
0,14,4,12SpacT9C,Date Unknown,Mg,80
1,15,4,12SpacT9C,Date Unknown,Mg,80
0,16,4,12SpacT9C,Date Unknown,Mg,80
3,17,4,12SpacT9C,Date Unknown,Mg,80
0,18,4,12SpacT9C,Date Unknown,Mg,80
0,19,4,12SpacT9C,Date Unknown,Mg,80
0,20,4,12SpacT9C,Date Unknown,Mg,80
1,21,4,12SpacT9C,Date Unknown,Mg,80
0,22,4,12SpacT9C,Date Unknown,Mg,80
0,23,4,12SpacT9C,Date Unknown,Mg,80
0,24,4,12SpacT9C,Date Unknown,Mg,80
1,25,4,12SpacT9C,Date Unknown,Mg,80
0,26,4,12SpacT9C,Date Unknown,Mg,80
0,27,4,12SpacT9C,Date Unknown,Mg,80
0,28,4,12SpacT9C,Date Unknown,Mg,80
0,29,4,12SpacT9C,Date Unknown,Mg,80
1,30,4,12SpacT9C,Date Unknown,Mg,80
0,31,4,12SpacT9C,Date Unknown,Mg,80
1,32,4,12SpacT9C,Date Unknown,Mg,80
0,33,4,12SpacT9C,Date Unknown,Mg,80
0,34,4,12SpacT9C,Date Unknown,Mg,80
3,35,4,12SpacT9C,Date Unknown,Mg,80
0,0,1,12SpacC8T,180122,Mg,80
0,1,1,12SpacC8T,180122,Mg,80
0,2,1,12SpacC8T,180122,Mg,80
1,3,1,12SpacC8T,180122,Mg,80
0,4,1,12SpacC8T,180122,Mg,80
0,5,1,12SpacC8T,180122,Mg,80
0,6,1,12SpacC8T,180122,Mg,80
0,7,1,12SpacC8T,180122,Mg,80
1,8,1,12SpacC8T,180122,Mg,80
0,0,2,12SpacC8T,180122,Mg,80
0,1,2,12SpacC8T,180122,Mg,80
0,2,2,12SpacC8T,180122,Mg,80
0,3,2,12SpacC8T,180122,Mg,80
0,4,2,12SpacC8T,180122,Mg,80
0,5,2,12SpacC8T,180122,Mg,80
0,6,2,12SpacC8T,180122,Mg,80
0,7,2,12SpacC8T,180122,Mg,80
0,8,2,12SpacC8T,180122,Mg,80
0,9,2,12SpacC8T,180122,Mg,80
0,10,2,12SpacC8T,180122,Mg,80
0,11,2,12SpacC8T,180122,Mg,80
0,12,2,12SpacC8T,180122,Mg,80
0,13,2,12SpacC8T,180122,Mg,80
0,14,2,12SpacC8T,180122,Mg,80
0,15,2,12SpacC8T,180122,Mg,80
1,0,3,12SpacC8T,180122,Mg,80
0,1,3,12SpacC8T,180122,Mg,80
0,2,3,12SpacC8T,180122,Mg,80
0,3,3,12SpacC8T,180122,Mg,80
0,4,3,12SpacC8T,180122,Mg,80
0,5,3,12SpacC8T,180122,Mg,80
0,6,3,12SpacC8T,180122,Mg,80
0,7,3,12SpacC8T,180122,Mg,80
0,8,3,12SpacC8T,180122,Mg,80
0,9,3,12SpacC8T,180122,Mg,80
0,10,3,12SpacC8T,180122,Mg,80
0,11,3,12SpacC8T,180122,Mg,80
0,12,3,12SpacC8T,180122,Mg,80
0,13,3,12SpacC8T,180122,Mg,80
0,0,4,12SpacC8T,180122,Mg,80
0,1,4,12SpacC8T,180122,Mg,80
0,2,4,12SpacC8T,180122,Mg,80
0,3,4,12SpacC8T,180122,Mg,80
1,4,4,12SpacC8T,180122,Mg,80
0,5,4,12SpacC8T,180122,Mg,80
0,6,4,12SpacC8T,180122,Mg,80
0,7,4,12SpacC8T,180122,Mg,80
0,8,4,12SpacC8T,180122,Mg,80
0,9,4,12SpacC8T,180122,Mg,80
0,10,4,12SpacC8T,180122,Mg,80
0,11,4,12SpacC8T,180122,Mg,80
0,12,4,12SpacC8T,180122,Mg,80
0,13,4,12SpacC8T,180122,Mg,80
1,14,4,12SpacC8T,180122,Mg,80
0,15,4,12SpacC8T,180122,Mg,80
0,16,4,12SpacC8T,180122,Mg,80
1,17,4,12SpacC8T,180122,Mg,80
1,18,4,12SpacC8T,180122,Mg,80
1,0,5,12SpacC8T,180122,Mg,80
0,1,5,12SpacC8T,180122,Mg,80
0,2,5,12SpacC8T,180122,Mg,80
1,3,5,12SpacC8T,180122,Mg,80
0,4,5,12SpacC8T,180122,Mg,80
0,5,5,12SpacC8T,180122,Mg,80
1,6,5,12SpacC8T,180122,Mg,80
0,7,5,12SpacC8T,180122,Mg,80
0,8,5,12SpacC8T,180122,Mg,80
0,9,5,12SpacC8T,180122,Mg,80
0,10,5,12SpacC8T,180122,Mg,80
0,0,6,12SpacC8T,180122,Mg,80
1,1,6,12SpacC8T,180122,Mg,80
0,2,6,12SpacC8T,180122,Mg,80
0,3,6,12SpacC8T,180122,Mg,80
0,4,6,12SpacC8T,180122,Mg,80
0,5,6,12SpacC8T,180122,Mg,80
0,6,6,12SpacC8T,180122,Mg,80
0,7,6,12SpacC8T,180122,Mg,80
1,8,6,12SpacC8T,180122,Mg,80
0,9,6,12SpacC8T,180122,Mg,80
0,10,6,12SpacC8T,180122,Mg,80
0,11,6,12SpacC8T,180122,Mg,80
0,12,6,12SpacC8T,180122,Mg,80
0,13,6,12SpacC8T,180122,Mg,80
1,14,6,12SpacC8T,180122,Mg,80
0,15,6,12SpacC8T,180122,Mg,80
0,16,6,12SpacC8T,180122,Mg,80
0,17,6,12SpacC8T,180122,Mg,80
1,0,7,12SpacC8T,180122,Mg,80
0,1,7,12SpacC8T,180122,Mg,80
0,2,7,12SpacC8T,180122,Mg,80
1,3,7,12SpacC8T,180122,Mg,80
1,4,7,12SpacC8T,180122,Mg,80
0,5,7,12SpacC8T,180122,Mg,80
1,6,7,12SpacC8T,180122,Mg,80
0,7,7,12SpacC8T,180122,Mg,80
0,8,7,12SpacC8T,180122,Mg,80
0,9,7,12SpacC8T,180122,Mg,80
0,10,7,12SpacC8T,180122,Mg,80
0,0,1,12SpacC4T,170706,Mg,80
0,1,1,12SpacC4T,170706,Mg,80
0,2,1,12SpacC4T,170706,Mg,80
0,3,1,12SpacC4T,170706,Mg,80
0,4,1,12SpacC4T,170706,Mg,80
1,5,1,12SpacC4T,170706,Mg,80
0,6,1,12SpacC4T,170706,Mg,80
0,7,1,12SpacC4T,170706,Mg,80
0,8,1,12SpacC4T,170706,Mg,80
0,9,1,12SpacC4T,170706,Mg,80
1,10,1,12SpacC4T,170706,Mg,80
0,11,1,12SpacC4T,170706,Mg,80
0,12,1,12SpacC4T,170706,Mg,80
0,13,1,12SpacC4T,170706,Mg,80
1,14,1,12SpacC4T,170706,Mg,80
0,15,1,12SpacC4T,170706,Mg,80
0,16,1,12SpacC4T,170706,Mg,80
0,17,1,12SpacC4T,170706,Mg,80
0,18,1,12SpacC4T,170706,Mg,80
0,19,1,12SpacC4T,170706,Mg,80
0,20,1,12SpacC4T,170706,Mg,80
1,21,1,12SpacC4T,170706,Mg,80
0,22,1,12SpacC4T,170706,Mg,80
0,23,1,12SpacC4T,170706,Mg,80
1,0,2,12SpacC4T,170706,Mg,80
0,1,2,12SpacC4T,170706,Mg,80
0,2,2,12SpacC4T,170706,Mg,80
0,3,2,12SpacC4T,170706,Mg,80
1,4,2,12SpacC4T,170706,Mg,80
0,5,2,12SpacC4T,170706,Mg,80
0,6,2,12SpacC4T,170706,Mg,80
0,7,2,12SpacC4T,170706,Mg,80
0,8,2,12SpacC4T,170706,Mg,80
0,9,2,12SpacC4T,170706,Mg,80
0,10,2,12SpacC4T,170706,Mg,80
0,11,2,12SpacC4T,170706,Mg,80
0,12,2,12SpacC4T,170706,Mg,80
0,13,2,12SpacC4T,170706,Mg,80
0,14,2,12SpacC4T,170706,Mg,80
1,15,2,12SpacC4T,170706,Mg,80
0,16,2,12SpacC4T,170706,Mg,80
0,17,2,12SpacC4T,170706,Mg,80
0,18,2,12SpacC4T,170706,Mg,80
0,19,2,12SpacC4T,170706,Mg,80
1,20,2,12SpacC4T,170706,Mg,80
0,21,2,12SpacC4T,170706,Mg,80
0,22,2,12SpacC4T,170706,Mg,80
0,0,3,12SpacC4T,170706,Mg,80
0,1,3,12SpacC4T,170706,Mg,80
0,2,3,12SpacC4T,170706,Mg,80
0,3,3,12SpacC4T,170706,Mg,80
0,4,3,12SpacC4T,170706,Mg,80
0,5,3,12SpacC4T,170706,Mg,80
0,6,3,12SpacC4T,170706,Mg,80
0,7,3,12SpacC4T,170706,Mg,80
0,8,3,12SpacC4T,170706,Mg,80
0,9,3,12SpacC4T,170706,Mg,80
0,10,3,12SpacC4T,170706,Mg,80
0,11,3,12SpacC4T,170706,Mg,80
0,12,3,12SpacC4T,170706,Mg,80
0,13,3,12SpacC4T,170706,Mg,80
0,14,3,12SpacC4T,170706,Mg,80
0,0,4,12SpacC4T,170706,Mg,80
0,1,4,12SpacC4T,170706,Mg,80
0,2,4,12SpacC4T,170706,Mg,80
0,3,4,12SpacC4T,170706,Mg,80
0,4,4,12SpacC4T,170706,Mg,80
1,5,4,12SpacC4T,170706,Mg,80
2,6,4,12SpacC4T,170706,Mg,80
0,7,4,12SpacC4T,170706,Mg,80
0,8,4,12SpacC4T,170706,Mg,80
1,9,4,12SpacC4T,170706,Mg,80
2,10,4,12SpacC4T,170706,Mg,80
0,11,4,12SpacC4T,170706,Mg,80
1,12,4,12SpacC4T,170706,Mg,80
0,13,4,12SpacC4T,170706,Mg,80
0,14,4,12SpacC4T,170706,Mg,80
1,15,4,12SpacC4T,170706,Mg,80
0,16,4,12SpacC4T,170706,Mg,80
0,17,4,12SpacC4T,170706,Mg,80
0,18,4,12SpacC4T,170706,Mg,80
0,19,4,12SpacC4T,170706,Mg,80
0,20,4,12SpacC4T,170706,Mg,80
0,21,4,12SpacC4T,170706,Mg,80
0,22,4,12SpacC4T,170706,Mg,80
0,0,5,12SpacC4T,170706,Mg,80
0,1,5,12SpacC4T,170706,Mg,80
0,2,5,12SpacC4T,170706,Mg,80
0,3,5,12SpacC4T,170706,Mg,80
0,4,5,12SpacC4T,170706,Mg,80
0,5,5,12SpacC4T,170706,Mg,80
0,6,5,12SpacC4T,170706,Mg,80
0,7,5,12SpacC4T,170706,Mg,80
1,8,5,12SpacC4T,170706,Mg,80
0,9,5,12SpacC4T,170706,Mg,80
0,10,5,12SpacC4T,170706,Mg,80
0,11,5,12SpacC4T,170706,Mg,80
0,0,6,12SpacC4T,170706,Mg,80
0,1,6,12SpacC4T,170706,Mg,80
0,2,6,12SpacC4T,170706,Mg,80
0,3,6,12SpacC4T,170706,Mg,80
0,4,6,12SpacC4T,170706,Mg,80
0,5,6,12SpacC4T,170706,Mg,80
1,6,6,12SpacC4T,170706,Mg,80
0,7,6,12SpacC4T,170706,Mg,80
1,8,6,12SpacC4T,170706,Mg,80
1,9,6,12SpacC4T,170706,Mg,80
0,10,6,12SpacC4T,170706,Mg,80
0,11,6,12SpacC4T,170706,Mg,80
0,0,7,12SpacC4T,170706,Mg,80
0,1,7,12SpacC4T,170706,Mg,80
0,2,7,12SpacC4T,170706,Mg,80
0,3,7,12SpacC4T,170706,Mg,80
5,4,7,12SpacC4T,170706,Mg,80
1,5,7,12SpacC4T,170706,Mg,80
1,6,7,12SpacC4T,170706,Mg,80
0,7,7,12SpacC4T,170706,Mg,80
0,8,7,12SpacC4T,170706,Mg,80
0,9,7,12SpacC4T,170706,Mg,80
1,10,7,12SpacC4T,170706,Mg,80
0,0,8,12SpacC4T,170706,Mg,80
1,1,8,12SpacC4T,170706,Mg,80
0,2,8,12SpacC4T,170706,Mg,80
0,3,8,12SpacC4T,170706,Mg,80
0,4,8,12SpacC4T,170706,Mg,80
6,5,8,12SpacC4T,170706,Mg,80
0,6,8,12SpacC4T,170706,Mg,80
0,7,8,12SpacC4T,170706,Mg,80
0,8,8,12SpacC4T,170706,Mg,80
0,9,8,12SpacC4T,170706,Mg,80
0,10,8,12SpacC4T,170706,Mg,80
1,11,8,12SpacC4T,170706,Mg,80
1,12,8,12SpacC4T,170706,Mg,80
0,13,8,12SpacC4T,170706,Mg,80
1,14,8,12SpacC4T,170706,Mg,80
0,15,8,12SpacC4T,170706,Mg,80
3,16,8,12SpacC4T,170706,Mg,80
4,0,9,12SpacC4T,170706,Mg,80
4,1,9,12SpacC4T,170706,Mg,80
4,2,9,12SpacC4T,170706,Mg,80
2,3,9,12SpacC4T,170706,Mg,80
0,4,9,12SpacC4T,170706,Mg,80
0,5,9,12SpacC4T,170706,Mg,80
0,6,9,12SpacC4T,170706,Mg,80
0,7,9,12SpacC4T,170706,Mg,80
0,8,9,12SpacC4T,170706,Mg,80
1,9,9,12SpacC4T,170706,Mg,80
0,10,9,12SpacC4T,170706,Mg,80
1,11,9,12SpacC4T,170706,Mg,80
0,12,9,12SpacC4T,170706,Mg,80
0,13,9,12SpacC4T,170706,Mg,80
0,0,10,12SpacC4T,170706,Mg,80
1,1,10,12SpacC4T,170706,Mg,80
0,2,10,12SpacC4T,170706,Mg,80
0,3,10,12SpacC4T,170706,Mg,80
0,4,10,12SpacC4T,170706,Mg,80
0,5,10,12SpacC4T,170706,Mg,80
0,6,10,12SpacC4T,170706,Mg,80
0,7,10,12SpacC4T,170706,Mg,80
0,8,10,12SpacC4T,170706,Mg,80
0,0,11,12SpacC4T,170706,Mg,80
0,1,11,12SpacC4T,170706,Mg,80
0,2,11,12SpacC4T,170706,Mg,80
0,3,11,12SpacC4T,170706,Mg,80
2,4,11,12SpacC4T,170706,Mg,80
0,5,11,12SpacC4T,170706,Mg,80
1,6,11,12SpacC4T,170706,Mg,80
0,7,11,12SpacC4T,170706,Mg,80
0,8,11,12SpacC4T,170706,Mg,80
0,9,11,12SpacC4T,170706,Mg,80
0,10,11,12SpacC4T,170706,Mg,80
0,11,11,12SpacC4T,170706,Mg,80
0,12,11,12SpacC4T,170706,Mg,80
0,13,11,12SpacC4T,170706,Mg,80
0,14,11,12SpacC4T,170706,Mg,80
0,15,11,12SpacC4T,170706,Mg,80
0,16,11,12SpacC4T,170706,Mg,80
0,17,11,12SpacC4T,170706,Mg,80
0,18,11,12SpacC4T,170706,Mg,80
0,19,11,12SpacC4T,170706,Mg,80
0,20,11,12SpacC4T,170706,Mg,80
5,21,11,12SpacC4T,170706,Mg,80
0,22,11,12SpacC4T,170706,Mg,80
0,23,11,12SpacC4T,170706,Mg,80
7,24,11,12SpacC4T,170706,Mg,80
0,25,11,12SpacC4T,170706,Mg,80
0,26,11,12SpacC4T,170706,Mg,80
0,27,11,12SpacC4T,170706,Mg,80
0,28,11,12SpacC4T,170706,Mg,80
1,29,11,12SpacC4T,170706,Mg,80
0,30,11,12SpacC4T,170706,Mg,80
0,31,11,12SpacC4T,170706,Mg,80
0,32,11,12SpacC4T,170706,Mg,80
0,33,11,12SpacC4T,170706,Mg,80
0,34,11,12SpacC4T,170706,Mg,80
0,35,11,12SpacC4T,170706,Mg,80
0,36,11,12SpacC4T,170706,Mg,80
1,37,11,12SpacC4T,170706,Mg,80
1,38,11,12SpacC4T,170706,Mg,80
0,39,11,12SpacC4T,170706,Mg,80
1,40,11,12SpacC4T,170706,Mg,80
0,41,11,12SpacC4T,170706,Mg,80
0,42,11,12SpacC4T,170706,Mg,80
3,43,11,12SpacC4T,170706,Mg,80
1,44,11,12SpacC4T,170706,Mg,80
1,45,11,12SpacC4T,170706,Mg,80
0,46,11,12SpacC4T,170706,Mg,80
1,47,11,12SpacC4T,170706,Mg,80
0,48,11,12SpacC4T,170706,Mg,80
