n_loops,bead_idx,replicate,mutant,date,salt,hmgb1
0,20,2,12SpacC1A,181005,Mg,80
0,21,2,12SpacC1A,181005,Mg,80
1,22,2,12SpacC1A,181005,Mg,80
0,23,2,12SpacC1A,181005,Mg,80
0,24,2,12SpacC1A,181005,Mg,80
0,25,2,12SpacC1A,181005,Mg,80
1,26,2,12SpacC1A,181005,Mg,80
0,27,2,12SpacC1A,181005,Mg,80
1,28,2,12SpacC1A,181005,Mg,80
0,29,2,12SpacC1A,181005,Mg,80
0,30,2,12SpacC1A,181005,Mg,80
0,31,2,12SpacC1A,181005,Mg,80
0,0,3,12SpacC1A,181005,Mg,80
0,1,3,12SpacC1A,181005,Mg,80
0,2,3,12SpacC1A,181005,Mg,80
0,3,3,12SpacC1A,181005,Mg,80
0,4,3,12SpacC1A,181005,Mg,80
0,5,3,12SpacC1A,181005,Mg,80
0,6,3,12SpacC1A,181005,Mg,80
0,7,3,12SpacC1A,181005,Mg,80
0,8,3,12SpacC1A,181005,Mg,80
1,9,3,12SpacC1A,181005,Mg,80
0,10,3,12SpacC1A,181005,Mg,80
0,11,3,12SpacC1A,181005,Mg,80
0,12,3,12SpacC1A,181005,Mg,80
0,13,3,12SpacC1A,181005,Mg,80
0,14,3,12SpacC1A,181005,Mg,80
0,15,3,12SpacC1A,181005,Mg,80
0,16,3,12SpacC1A,181005,Mg,80
0,17,3,12SpacC1A,181005,Mg,80
0,18,3,12SpacC1A,181005,Mg,80
0,19,3,12SpacC1A,181005,Mg,80
0,20,3,12SpacC1A,181005,Mg,80
0,21,3,12SpacC1A,181005,Mg,80
0,22,3,12SpacC1A,181005,Mg,80
1,23,3,12SpacC1A,181005,Mg,80
0,24,3,12SpacC1A,181005,Mg,80
0,25,3,12SpacC1A,181005,Mg,80
0,26,3,12SpacC1A,181005,Mg,80
0,27,3,12SpacC1A,181005,Mg,80
0,28,3,12SpacC1A,181005,Mg,80
0,29,3,12SpacC1A,181005,Mg,80
0,30,3,12SpacC1A,181005,Mg,80
0,31,3,12SpacC1A,181005,Mg,80
0,32,3,12SpacC1A,181005,Mg,80
0,33,3,12SpacC1A,181005,Mg,80
0,34,3,12SpacC1A,181005,Mg,80
0,35,3,12SpacC1A,181005,Mg,80
0,36,3,12SpacC1A,181005,Mg,80
0,37,3,12SpacC1A,181005,Mg,80
0,38,3,12SpacC1A,181005,Mg,80
0,39,3,12SpacC1A,181005,Mg,80
1,40,3,12SpacC1A,181005,Mg,80
0,41,3,12SpacC1A,181005,Mg,80
0,42,3,12SpacC1A,181005,Mg,80
0,0,4,12SpacC1A,181005,Mg,80
0,1,4,12SpacC1A,181005,Mg,80
0,2,4,12SpacC1A,181005,Mg,80
0,3,4,12SpacC1A,181005,Mg,80
0,4,4,12SpacC1A,181005,Mg,80
0,5,4,12SpacC1A,181005,Mg,80
0,6,4,12SpacC1A,181005,Mg,80
0,7,4,12SpacC1A,181005,Mg,80
0,8,4,12SpacC1A,181005,Mg,80
0,9,4,12SpacC1A,181005,Mg,80
0,10,4,12SpacC1A,181005,Mg,80
0,11,4,12SpacC1A,181005,Mg,80
0,12,4,12SpacC1A,181005,Mg,80
0,13,4,12SpacC1A,181005,Mg,80
0,14,4,12SpacC1A,181005,Mg,80
0,15,4,12SpacC1A,181005,Mg,80
0,16,4,12SpacC1A,181005,Mg,80
0,17,4,12SpacC1A,181005,Mg,80
0,18,4,12SpacC1A,181005,Mg,80
0,19,4,12SpacC1A,181005,Mg,80
0,20,4,12SpacC1A,181005,Mg,80
0,21,4,12SpacC1A,181005,Mg,80
0,22,4,12SpacC1A,181005,Mg,80
0,23,4,12SpacC1A,181005,Mg,80
0,24,4,12SpacC1A,181005,Mg,80
0,25,4,12SpacC1A,181005,Mg,80
0,26,4,12SpacC1A,181005,Mg,80
0,27,4,12SpacC1A,181005,Mg,80
0,28,4,12SpacC1A,181005,Mg,80
0,29,4,12SpacC1A,181005,Mg,80
0,30,4,12SpacC1A,181005,Mg,80
0,31,4,12SpacC1A,181005,Mg,80
0,32,4,12SpacC1A,181005,Mg,80
2,33,4,12SpacC1A,181005,Mg,80
1,34,4,12SpacC1A,181005,Mg,80
0,0,5,12SpacC1A,181005,Mg,80
0,1,5,12SpacC1A,181005,Mg,80
0,2,5,12SpacC1A,181005,Mg,80
0,3,5,12SpacC1A,181005,Mg,80
0,4,5,12SpacC1A,181005,Mg,80
0,5,5,12SpacC1A,181005,Mg,80
0,6,5,12SpacC1A,181005,Mg,80
0,7,5,12SpacC1A,181005,Mg,80
0,8,5,12SpacC1A,181005,Mg,80
0,9,5,12SpacC1A,181005,Mg,80
0,10,5,12SpacC1A,181005,Mg,80
0,11,5,12SpacC1A,181005,Mg,80
0,12,5,12SpacC1A,181005,Mg,80
0,13,5,12SpacC1A,181005,Mg,80
0,14,5,12SpacC1A,181005,Mg,80
1,15,5,12SpacC1A,181005,Mg,80
0,16,5,12SpacC1A,181005,Mg,80
0,17,5,12SpacC1A,181005,Mg,80
0,18,5,12SpacC1A,181005,Mg,80
0,19,5,12SpacC1A,181005,Mg,80
0,20,5,12SpacC1A,181005,Mg,80
2,21,5,12SpacC1A,181005,Mg,80
1,22,5,12SpacC1A,181005,Mg,80
0,23,5,12SpacC1A,181005,Mg,80
0,24,5,12SpacC1A,181005,Mg,80
0,25,5,12SpacC1A,181005,Mg,80
2,26,5,12SpacC1A,181005,Mg,80
0,27,5,12SpacC1A,181005,Mg,80
1,28,5,12SpacC1A,181005,Mg,80
0,29,5,12SpacC1A,181005,Mg,80
0,30,5,12SpacC1A,181005,Mg,80
0,31,5,12SpacC1A,181005,Mg,80
0,32,5,12SpacC1A,181005,Mg,80
1,33,5,12SpacC1A,181005,Mg,80
0,34,5,12SpacC1A,181005,Mg,80
0,35,5,12SpacC1A,181005,Mg,80
0,0,6,12SpacC1A,181005,Mg,80
0,1,6,12SpacC1A,181005,Mg,80
0,2,6,12SpacC1A,181005,Mg,80
1,3,6,12SpacC1A,181005,Mg,80
0,4,6,12SpacC1A,181005,Mg,80
1,5,6,12SpacC1A,181005,Mg,80
0,6,6,12SpacC1A,181005,Mg,80
0,7,6,12SpacC1A,181005,Mg,80
2,8,6,12SpacC1A,181005,Mg,80
0,9,6,12SpacC1A,181005,Mg,80
0,10,6,12SpacC1A,181005,Mg,80
0,11,6,12SpacC1A,181005,Mg,80
0,12,6,12SpacC1A,181005,Mg,80
0,13,6,12SpacC1A,181005,Mg,80
0,14,6,12SpacC1A,181005,Mg,80
0,15,6,12SpacC1A,181005,Mg,80
0,16,6,12SpacC1A,181005,Mg,80
0,17,6,12SpacC1A,181005,Mg,80
1,18,6,12SpacC1A,181005,Mg,80
0,19,6,12SpacC1A,181005,Mg,80
0,20,6,12SpacC1A,181005,Mg,80
0,21,6,12SpacC1A,181005,Mg,80
0,22,6,12SpacC1A,181005,Mg,80
0,23,6,12SpacC1A,181005,Mg,80
0,24,6,12SpacC1A,181005,Mg,80
0,25,6,12SpacC1A,181005,Mg,80
0,26,6,12SpacC1A,181005,Mg,80
0,27,6,12SpacC1A,181005,Mg,80
0,28,6,12SpacC1A,181005,Mg,80
0,29,6,12SpacC1A,181005,Mg,80
0,30,6,12SpacC1A,181005,Mg,80
0,31,6,12SpacC1A,181005,Mg,80
0,32,6,12SpacC1A,181005,Mg,80
0,0,7,12SpacC1A,181005,Mg,80
0,1,7,12SpacC1A,181005,Mg,80
0,2,7,12SpacC1A,181005,Mg,80
0,3,7,12SpacC1A,181005,Mg,80
3,4,7,12SpacC1A,181005,Mg,80
0,5,7,12SpacC1A,181005,Mg,80
1,6,7,12SpacC1A,181005,Mg,80
0,7,7,12SpacC1A,181005,Mg,80
0,8,7,12SpacC1A,181005,Mg,80
0,9,7,12SpacC1A,181005,Mg,80
0,10,7,12SpacC1A,181005,Mg,80
0,11,7,12SpacC1A,181005,Mg,80
0,12,7,12SpacC1A,181005,Mg,80
1,13,7,12SpacC1A,181005,Mg,80
1,14,7,12SpacC1A,181005,Mg,80
0,15,7,12SpacC1A,181005,Mg,80
0,16,7,12SpacC1A,181005,Mg,80
0,17,7,12SpacC1A,181005,Mg,80
0,18,7,12SpacC1A,181005,Mg,80
1,19,7,12SpacC1A,181005,Mg,80
0,20,7,12SpacC1A,181005,Mg,80
1,21,7,12SpacC1A,181005,Mg,80
0,22,7,12SpacC1A,181005,Mg,80
0,23,7,12SpacC1A,181005,Mg,80
0,24,7,12SpacC1A,181005,Mg,80
0,25,7,12SpacC1A,181005,Mg,80
2,26,7,12SpacC1A,181005,Mg,80
0,27,7,12SpacC1A,181005,Mg,80
0,28,7,12SpacC1A,181005,Mg,80
0,29,7,12SpacC1A,181005,Mg,80
1,30,7,12SpacC1A,181005,Mg,80
1,31,7,12SpacC1A,181005,Mg,80
0,32,7,12SpacC1A,181005,Mg,80
0,33,7,12SpacC1A,181005,Mg,80
0,34,7,12SpacC1A,181005,Mg,80
0,35,7,12SpacC1A,181005,Mg,80
0,36,7,12SpacC1A,181005,Mg,80
0,0,1,12SpacG11T,190617,Ca,40
0,1,1,12SpacG11T,190617,Ca,40
0,2,1,12SpacG11T,190617,Ca,40
0,3,1,12SpacG11T,190617,Ca,40
0,4,1,12SpacG11T,190617,Ca,40
0,5,1,12SpacG11T,190617,Ca,40
0,6,1,12SpacG11T,190617,Ca,40
0,7,1,12SpacG11T,190617,Ca,40
0,8,1,12SpacG11T,190617,Ca,40
0,9,1,12SpacG11T,190617,Ca,40
0,10,1,12SpacG11T,190617,Ca,40
0,11,1,12SpacG11T,190617,Ca,40
1,12,1,12SpacG11T,190617,Ca,40
0,0,2,12SpacG11T,190617,Ca,40
0,1,2,12SpacG11T,190617,Ca,40
0,2,2,12SpacG11T,190617,Ca,40
1,3,2,12SpacG11T,190617,Ca,40
0,4,2,12SpacG11T,190617,Ca,40
0,5,2,12SpacG11T,190617,Ca,40
0,6,2,12SpacG11T,190617,Ca,40
0,7,2,12SpacG11T,190617,Ca,40
0,8,2,12SpacG11T,190617,Ca,40
0,9,2,12SpacG11T,190617,Ca,40
0,10,2,12SpacG11T,190617,Ca,40
0,11,2,12SpacG11T,190617,Ca,40
0,12,2,12SpacG11T,190617,Ca,40
1,0,3,12SpacG11T,190617,Ca,40
1,1,3,12SpacG11T,190617,Ca,40
0,2,3,12SpacG11T,190617,Ca,40
0,3,3,12SpacG11T,190617,Ca,40
0,4,3,12SpacG11T,190617,Ca,40
0,5,3,12SpacG11T,190617,Ca,40
0,0,4,12SpacG11T,190617,Ca,40
0,1,4,12SpacG11T,190617,Ca,40
0,2,4,12SpacG11T,190617,Ca,40
2,3,4,12SpacG11T,190617,Ca,40
0,4,4,12SpacG11T,190617,Ca,40
0,5,4,12SpacG11T,190617,Ca,40
2,6,4,12SpacG11T,190617,Ca,40
0,0,5,12SpacG11T,190617,Ca,40
0,1,5,12SpacG11T,190617,Ca,40
0,2,5,12SpacG11T,190617,Ca,40
0,3,5,12SpacG11T,190617,Ca,40
0,4,5,12SpacG11T,190617,Ca,40
0,5,5,12SpacG11T,190617,Ca,40
0,6,5,12SpacG11T,190617,Ca,40
0,7,5,12SpacG11T,190617,Ca,40
0,8,5,12SpacG11T,190617,Ca,40
1,9,5,12SpacG11T,190617,Ca,40
0,10,5,12SpacG11T,190617,Ca,40
0,11,5,12SpacG11T,190617,Ca,40
0,12,5,12SpacG11T,190617,Ca,40
0,13,5,12SpacG11T,190617,Ca,40
0,14,5,12SpacG11T,190617,Ca,40
0,15,5,12SpacG11T,190617,Ca,40
0,16,5,12SpacG11T,190617,Ca,40
0,17,5,12SpacG11T,190617,Ca,40
0,18,5,12SpacG11T,190617,Ca,40
0,19,5,12SpacG11T,190617,Ca,40
0,0,6,12SpacG11T,190617,Ca,40
0,1,6,12SpacG11T,190617,Ca,40
0,2,6,12SpacG11T,190617,Ca,40
0,3,6,12SpacG11T,190617,Ca,40
4,4,6,12SpacG11T,190617,Ca,40
3,5,6,12SpacG11T,190617,Ca,40
0,6,6,12SpacG11T,190617,Ca,40
0,7,6,12SpacG11T,190617,Ca,40
0,8,6,12SpacG11T,190617,Ca,40
0,9,6,12SpacG11T,190617,Ca,40
0,10,6,12SpacG11T,190617,Ca,40
2,11,6,12SpacG11T,190617,Ca,40
0,12,6,12SpacG11T,190617,Ca,40
0,13,6,12SpacG11T,190617,Ca,40
0,14,6,12SpacG11T,190617,Ca,40
0,15,6,12SpacG11T,190617,Ca,40
4,16,6,12SpacG11T,190617,Ca,40
4,17,6,12SpacG11T,190617,Ca,40
0,18,6,12SpacG11T,190617,Ca,40
0,19,6,12SpacG11T,190617,Ca,40
1,20,6,12SpacG11T,190617,Ca,40
0,21,6,12SpacG11T,190617,Ca,40
1,22,6,12SpacG11T,190617,Ca,40
4,0,7,12SpacG11T,190617,Ca,40
0,1,7,12SpacG11T,190617,Ca,40
0,2,7,12SpacG11T,190617,Ca,40
1,3,7,12SpacG11T,190617,Ca,40
3,4,7,12SpacG11T,190617,Ca,40
0,5,7,12SpacG11T,190617,Ca,40
0,6,7,12SpacG11T,190617,Ca,40
0,7,7,12SpacG11T,190617,Ca,40
0,8,7,12SpacG11T,190617,Ca,40
0,9,7,12SpacG11T,190617,Ca,40
0,10,7,12SpacG11T,190617,Ca,40
1,11,7,12SpacG11T,190617,Ca,40
0,12,7,12SpacG11T,190617,Ca,40
1,13,7,12SpacG11T,190617,Ca,40
0,14,7,12SpacG11T,190617,Ca,40
0,15,7,12SpacG11T,190617,Ca,40
0,0,8,12SpacG11T,190617,Ca,40
2,1,8,12SpacG11T,190617,Ca,40
0,2,8,12SpacG11T,190617,Ca,40
0,3,8,12SpacG11T,190617,Ca,40
0,4,8,12SpacG11T,190617,Ca,40
2,5,8,12SpacG11T,190617,Ca,40
0,6,8,12SpacG11T,190617,Ca,40
0,7,8,12SpacG11T,190617,Ca,40
0,8,8,12SpacG11T,190617,Ca,40
0,9,8,12SpacG11T,190617,Ca,40
0,10,8,12SpacG11T,190617,Ca,40
1,11,8,12SpacG11T,190617,Ca,40
0,0,1,12HeptG7A,190423,Mg,80
0,1,1,12HeptG7A,190423,Mg,80
0,2,1,12HeptG7A,190423,Mg,80
0,3,1,12HeptG7A,190423,Mg,80
0,4,1,12HeptG7A,190423,Mg,80
1,5,1,12HeptG7A,190423,Mg,80
0,6,1,12HeptG7A,190423,Mg,80
0,7,1,12HeptG7A,190423,Mg,80
0,8,1,12HeptG7A,190423,Mg,80
0,9,1,12HeptG7A,190423,Mg,80
1,10,1,12HeptG7A,190423,Mg,80
1,0,2,12HeptG7A,190423,Mg,80
0,1,2,12HeptG7A,190423,Mg,80
0,2,2,12HeptG7A,190423,Mg,80
0,3,2,12HeptG7A,190423,Mg,80
0,4,2,12HeptG7A,190423,Mg,80
0,5,2,12HeptG7A,190423,Mg,80
0,6,2,12HeptG7A,190423,Mg,80
0,7,2,12HeptG7A,190423,Mg,80
1,8,2,12HeptG7A,190423,Mg,80
0,0,3,12HeptG7A,190423,Mg,80
0,1,3,12HeptG7A,190423,Mg,80
0,2,3,12HeptG7A,190423,Mg,80
0,3,3,12HeptG7A,190423,Mg,80
1,4,3,12HeptG7A,190423,Mg,80
2,5,3,12HeptG7A,190423,Mg,80
1,6,3,12HeptG7A,190423,Mg,80
0,7,3,12HeptG7A,190423,Mg,80
1,8,3,12HeptG7A,190423,Mg,80
0,9,3,12HeptG7A,190423,Mg,80
0,10,3,12HeptG7A,190423,Mg,80
0,11,3,12HeptG7A,190423,Mg,80
1,12,3,12HeptG7A,190423,Mg,80
0,0,4,12HeptG7A,190423,Mg,80
0,1,4,12HeptG7A,190423,Mg,80
0,2,4,12HeptG7A,190423,Mg,80
0,3,4,12HeptG7A,190423,Mg,80
1,4,4,12HeptG7A,190423,Mg,80
0,5,4,12HeptG7A,190423,Mg,80
1,6,4,12HeptG7A,190423,Mg,80
0,7,4,12HeptG7A,190423,Mg,80
0,8,4,12HeptG7A,190423,Mg,80
0,9,4,12HeptG7A,190423,Mg,80
1,10,4,12HeptG7A,190423,Mg,80
0,11,4,12HeptG7A,190423,Mg,80
0,12,4,12HeptG7A,190423,Mg,80
0,13,4,12HeptG7A,190423,Mg,80
0,14,4,12HeptG7A,190423,Mg,80
0,15,4,12HeptG7A,190423,Mg,80
0,16,4,12HeptG7A,190423,Mg,80
0,17,4,12HeptG7A,190423,Mg,80
0,18,4,12HeptG7A,190423,Mg,80
0,19,4,12HeptG7A,190423,Mg,80
0,20,4,12HeptG7A,190423,Mg,80
0,21,4,12HeptG7A,190423,Mg,80
2,0,5,12HeptG7A,190423,Mg,80
0,1,5,12HeptG7A,190423,Mg,80
0,2,5,12HeptG7A,190423,Mg,80
1,3,5,12HeptG7A,190423,Mg,80
1,4,5,12HeptG7A,190423,Mg,80
0,5,5,12HeptG7A,190423,Mg,80
0,6,5,12HeptG7A,190423,Mg,80
1,7,5,12HeptG7A,190423,Mg,80
0,8,5,12HeptG7A,190423,Mg,80
2,9,5,12HeptG7A,190423,Mg,80
1,10,5,12HeptG7A,190423,Mg,80
1,11,5,12HeptG7A,190423,Mg,80
1,12,5,12HeptG7A,190423,Mg,80
6,13,5,12HeptG7A,190423,Mg,80
0,14,5,12HeptG7A,190423,Mg,80
2,15,5,12HeptG7A,190423,Mg,80
1,16,5,12HeptG7A,190423,Mg,80
1,17,5,12HeptG7A,190423,Mg,80
0,18,5,12HeptG7A,190423,Mg,80
0,19,5,12HeptG7A,190423,Mg,80
0,20,5,12HeptG7A,190423,Mg,80
0,21,5,12HeptG7A,190423,Mg,80
0,22,5,12HeptG7A,190423,Mg,80
3,23,5,12HeptG7A,190423,Mg,80
0,24,5,12HeptG7A,190423,Mg,80
0,25,5,12HeptG7A,190423,Mg,80
2,0,6,12HeptG7A,190423,Mg,80
0,1,6,12HeptG7A,190423,Mg,80
0,2,6,12HeptG7A,190423,Mg,80
0,3,6,12HeptG7A,190423,Mg,80
0,0,7,12HeptG7A,190423,Mg,80
0,1,7,12HeptG7A,190423,Mg,80
1,2,7,12HeptG7A,190423,Mg,80
6,3,7,12HeptG7A,190423,Mg,80
2,4,7,12HeptG7A,190423,Mg,80
0,5,7,12HeptG7A,190423,Mg,80
0,6,7,12HeptG7A,190423,Mg,80
0,7,7,12HeptG7A,190423,Mg,80
0,8,7,12HeptG7A,190423,Mg,80
0,9,7,12HeptG7A,190423,Mg,80
0,10,7,12HeptG7A,190423,Mg,80
0,11,7,12HeptG7A,190423,Mg,80
1,12,7,12HeptG7A,190423,Mg,80
0,0,8,12HeptG7A,190423,Mg,80
0,1,8,12HeptG7A,190423,Mg,80
0,2,8,12HeptG7A,190423,Mg,80
0,3,8,12HeptG7A,190423,Mg,80
0,4,8,12HeptG7A,190423,Mg,80
0,5,8,12HeptG7A,190423,Mg,80
0,6,8,12HeptG7A,190423,Mg,80
0,7,8,12HeptG7A,190423,Mg,80
0,8,8,12HeptG7A,190423,Mg,80
0,9,8,12HeptG7A,190423,Mg,80
3,10,8,12HeptG7A,190423,Mg,80
0,11,8,12HeptG7A,190423,Mg,80
0,12,8,12HeptG7A,190423,Mg,80
0,13,8,12HeptG7A,190423,Mg,80
0,14,8,12HeptG7A,190423,Mg,80
0,15,8,12HeptG7A,190423,Mg,80
0,0,9,12HeptG7A,190423,Mg,80
0,1,9,12HeptG7A,190423,Mg,80
0,2,9,12HeptG7A,190423,Mg,80
0,3,9,12HeptG7A,190423,Mg,80
0,4,9,12HeptG7A,190423,Mg,80
0,5,9,12HeptG7A,190423,Mg,80
0,6,9,12HeptG7A,190423,Mg,80
0,7,9,12HeptG7A,190423,Mg,80
0,8,9,12HeptG7A,190423,Mg,80
0,9,9,12HeptG7A,190423,Mg,80
0,10,9,12HeptG7A,190423,Mg,80
0,11,9,12HeptG7A,190423,Mg,80
0,12,9,12HeptG7A,190423,Mg,80
1,13,9,12HeptG7A,190423,Mg,80
0,14,9,12HeptG7A,190423,Mg,80
1,15,9,12HeptG7A,190423,Mg,80
1,16,9,12HeptG7A,190423,Mg,80
3,17,9,12HeptG7A,190423,Mg,80
0,18,9,12HeptG7A,190423,Mg,80
0,19,9,12HeptG7A,190423,Mg,80
0,20,9,12HeptG7A,190423,Mg,80
1,0,10,12HeptG7A,190423,Mg,80
0,1,10,12HeptG7A,190423,Mg,80
0,2,10,12HeptG7A,190423,Mg,80
0,3,10,12HeptG7A,190423,Mg,80
0,4,10,12HeptG7A,190423,Mg,80
0,5,10,12HeptG7A,190423,Mg,80
1,6,10,12HeptG7A,190423,Mg,80
8,7,10,12HeptG7A,190423,Mg,80
0,8,10,12HeptG7A,190423,Mg,80
0,9,10,12HeptG7A,190423,Mg,80
1,0,11,12HeptG7A,190423,Mg,80
0,1,11,12HeptG7A,190423,Mg,80
0,2,11,12HeptG7A,190423,Mg,80
0,3,11,12HeptG7A,190423,Mg,80
0,4,11,12HeptG7A,190423,Mg,80
0,5,11,12HeptG7A,190423,Mg,80
0,6,11,12HeptG7A,190423,Mg,80
0,7,11,12HeptG7A,190423,Mg,80
0,8,11,12HeptG7A,190423,Mg,80
0,9,11,12HeptG7A,190423,Mg,80
0,10,11,12HeptG7A,190423,Mg,80
0,11,11,12HeptG7A,190423,Mg,80
3,12,11,12HeptG7A,190423,Mg,80
0,13,11,12HeptG7A,190423,Mg,80
0,14,11,12HeptG7A,190423,Mg,80
3,15,11,12HeptG7A,190423,Mg,80
1,16,11,12HeptG7A,190423,Mg,80
0,17,11,12HeptG7A,190423,Mg,80
0,18,11,12HeptG7A,190423,Mg,80
0,0,12,12HeptG7A,190423,Mg,80
0,1,12,12HeptG7A,190423,Mg,80
0,2,12,12HeptG7A,190423,Mg,80
0,3,12,12HeptG7A,190423,Mg,80
0,4,12,12HeptG7A,190423,Mg,80
0,5,12,12HeptG7A,190423,Mg,80
0,6,12,12HeptG7A,190423,Mg,80
0,7,12,12HeptG7A,190423,Mg,80
0,8,12,12HeptG7A,190423,Mg,80
0,9,12,12HeptG7A,190423,Mg,80
0,10,12,12HeptG7A,190423,Mg,80
0,11,12,12HeptG7A,190423,Mg,80
0,12,12,12HeptG7A,190423,Mg,80
0,13,12,12HeptG7A,190423,Mg,80
0,14,12,12HeptG7A,190423,Mg,80
8,15,12,12HeptG7A,190423,Mg,80
0,16,12,12HeptG7A,190423,Mg,80
0,17,12,12HeptG7A,190423,Mg,80
1,18,12,12HeptG7A,190423,Mg,80
0,0,13,12HeptG7A,190423,Mg,80
0,1,13,12HeptG7A,190423,Mg,80
0,2,13,12HeptG7A,190423,Mg,80
0,3,13,12HeptG7A,190423,Mg,80
1,4,13,12HeptG7A,190423,Mg,80
0,5,13,12HeptG7A,190423,Mg,80
0,6,13,12HeptG7A,190423,Mg,80
0,7,13,12HeptG7A,190423,Mg,80
0,8,13,12HeptG7A,190423,Mg,80
0,9,13,12HeptG7A,190423,Mg,80
0,10,13,12HeptG7A,190423,Mg,80
0,11,13,12HeptG7A,190423,Mg,80
0,12,13,12HeptG7A,190423,Mg,80
0,13,13,12HeptG7A,190423,Mg,80
0,14,13,12HeptG7A,190423,Mg,80
0,15,13,12HeptG7A,190423,Mg,80
0,16,13,12HeptG7A,190423,Mg,80
0,17,13,12HeptG7A,190423,Mg,80
0,18,13,12HeptG7A,190423,Mg,80
0,19,13,12HeptG7A,190423,Mg,80
0,20,13,12HeptG7A,190423,Mg,80
0,21,13,12HeptG7A,190423,Mg,80
0,22,13,12HeptG7A,190423,Mg,80
0,23,13,12HeptG7A,190423,Mg,80
0,24,13,12HeptG7A,190423,Mg,80
0,0,14,12HeptG7A,190423,Mg,80
0,1,14,12HeptG7A,190423,Mg,80
0,2,14,12HeptG7A,190423,Mg,80
0,3,14,12HeptG7A,190423,Mg,80
0,4,14,12HeptG7A,190423,Mg,80
0,5,14,12HeptG7A,190423,Mg,80
0,6,14,12HeptG7A,190423,Mg,80
0,7,14,12HeptG7A,190423,Mg,80
0,8,14,12HeptG7A,190423,Mg,80
0,9,14,12HeptG7A,190423,Mg,80
0,10,14,12HeptG7A,190423,Mg,80
0,11,14,12HeptG7A,190423,Mg,80
0,12,14,12HeptG7A,190423,Mg,80
0,13,14,12HeptG7A,190423,Mg,80
0,14,14,12HeptG7A,190423,Mg,80
0,15,14,12HeptG7A,190423,Mg,80
0,16,14,12HeptG7A,190423,Mg,80
0,17,14,12HeptG7A,190423,Mg,80
1,18,14,12HeptG7A,190423,Mg,80
0,19,14,12HeptG7A,190423,Mg,80
0,20,14,12HeptG7A,190423,Mg,80
1,21,14,12HeptG7A,190423,Mg,80
0,22,14,12HeptG7A,190423,Mg,80
0,23,14,12HeptG7A,190423,Mg,80
0,24,14,12HeptG7A,190423,Mg,80
0,25,14,12HeptG7A,190423,Mg,80
1,26,14,12HeptG7A,190423,Mg,80
0,27,14,12HeptG7A,190423,Mg,80
1,28,14,12HeptG7A,190423,Mg,80
0,29,14,12HeptG7A,190423,Mg,80
0,30,14,12HeptG7A,190423,Mg,80
1,31,14,12HeptG7A,190423,Mg,80
0,0,15,12HeptG7A,190423,Mg,80
2,1,15,12HeptG7A,190423,Mg,80
