index,dwell_time_min,cut,replicate,mutant,date
2,2.4783333333333335,0,10,V19-93,190521
3,1.4966666666666666,0,10,V19-93,190521
4,2.8055555555555554,0,10,V19-93,190521
0,1.035,0,13,V19-93,190521
1,0.8461111111111111,0,13,V19-93,190521
2,93.48611111111111,0,13,V19-93,190521
3,2.3216666666666668,0,13,V19-93,190521
4,1.0888888888888888,0,13,V19-93,190521
5,14.351666666666667,0,13,V19-93,190521
6,10.381666666666666,0,13,V19-93,190521
7,25.541666666666668,0,13,V19-93,190521
8,4.934444444444445,0,13,V19-93,190521
0,22.756666666666668,0,14,V19-93,190521
1,1.4277777777777778,0,14,V19-93,190521
2,0.7966666666666666,0,14,V19-93,190521
3,4.760555555555555,0,14,V19-93,190521
4,4.354444444444445,0,14,V19-93,190521
0,0.8122222222222222,0,2,12SpacA12C,170615
0,4.853888888888889,0,4,12SpacA12C,170615
1,0.9044444444444445,0,4,12SpacA12C,170615
2,1.3494444444444444,0,4,12SpacA12C,170615
3,1.4933333333333334,0,4,12SpacA12C,170615
4,2.091666666666667,0,4,12SpacA12C,170615
0,0.7155555555555555,0,1,12NonA4T,180401
1,2.608888888888889,0,1,12NonA4T,180401
2,0.7477777777777778,0,1,12NonA4T,180401
0,1.0277777777777777,0,3,12NonA4T,180401
1,3.8,0,3,12NonA4T,180401
2,5.413888888888889,0,3,12NonA4T,180401
3,8.459444444444445,0,3,12NonA4T,180401
4,1.1266666666666667,0,3,12NonA4T,180401
0,57.64888888888889,0,4,12NonA4T,180401
0,4.829444444444444,0,2,12SpacC4T,170706
1,0.9155555555555556,0,2,12SpacC4T,170706
2,0.7411111111111112,0,2,12SpacC4T,170706
3,1.1455555555555557,0,2,12SpacC4T,170706
0,16.323333333333334,0,4,12SpacC4T,170706
1,1.0794444444444444,0,4,12SpacC4T,170706
2,2.341111111111111,0,4,12SpacC4T,170706
3,2.422222222222222,0,4,12SpacC4T,170706
4,5.551111111111111,0,4,12SpacC4T,170706
5,5.571666666666666,0,4,12SpacC4T,170706
6,11.563888888888888,0,4,12SpacC4T,170706
7,1.4561111111111111,0,4,12SpacC4T,170706
0,0.7605555555555555,0,5,12SpacC4T,170706
0,0.7638888888888888,0,6,12SpacC4T,170706
1,0.8527777777777777,0,6,12SpacC4T,170706
2,0.8344444444444444,0,6,12SpacC4T,170706
3,0.8133333333333334,0,6,12SpacC4T,170706
4,0.9444444444444444,0,6,12SpacC4T,170706
0,21.122222222222224,0,7,12SpacC4T,170706
1,2.048888888888889,0,7,12SpacC4T,170706
2,1.2666666666666666,0,7,12SpacC4T,170706
3,3.4788888888888887,0,7,12SpacC4T,170706
4,4.34,0,7,12SpacC4T,170706
5,0.9461111111111111,0,7,12SpacC4T,170706
0,2.801111111111111,0,8,12SpacC4T,170706
1,1.4255555555555555,0,8,12SpacC4T,170706
2,0.7472222222222222,0,8,12SpacC4T,170706
3,1.173888888888889,0,8,12SpacC4T,170706
4,5.808333333333334,0,8,12SpacC4T,170706
5,2.0927777777777776,0,8,12SpacC4T,170706
0,1.7755555555555556,0,9,12SpacC4T,170706
1,1.09,0,9,12SpacC4T,170706
2,3.79,0,9,12SpacC4T,170706
3,0.7866666666666666,0,9,12SpacC4T,170706
4,3.547222222222222,0,9,12SpacC4T,170706
5,2.6927777777777777,0,9,12SpacC4T,170706
6,1.2233333333333334,0,9,12SpacC4T,170706
7,2.9833333333333334,0,9,12SpacC4T,170706
8,1.4794444444444443,0,9,12SpacC4T,170706
9,2.01,0,9,12SpacC4T,170706
10,1.5277777777777777,0,9,12SpacC4T,170706
11,7.856111111111111,0,9,12SpacC4T,170706
12,1.4122222222222223,0,9,12SpacC4T,170706
13,4.58,0,9,12SpacC4T,170706
14,6.361666666666666,0,9,12SpacC4T,170706
15,2.632222222222222,0,9,12SpacC4T,170706
16,1.0327777777777778,0,9,12SpacC4T,170706
17,0.9488888888888889,0,9,12SpacC4T,170706
18,1.2561111111111112,0,9,12SpacC4T,170706
19,1.6711111111111112,0,9,12SpacC4T,170706
20,1.2883333333333333,0,9,12SpacC4T,170706
21,1.51,0,9,12SpacC4T,170706
22,1.2444444444444445,0,9,12SpacC4T,170706
23,1.3333333333333333,0,9,12SpacC4T,170706
24,0.825,0,9,12SpacC4T,170706
25,6.662222222222222,0,9,12SpacC4T,170706
26,4.14,0,9,12SpacC4T,170706
27,1.035,0,9,12SpacC4T,170706
28,1.01,0,9,12SpacC4T,170706
0,4.123888888888889,0,10,12SpacC4T,170706
0,1.0383333333333333,0,11,12SpacC4T,170706
1,0.9094444444444445,0,11,12SpacC4T,170706
2,14.018888888888888,0,11,12SpacC4T,170706
3,2.8422222222222224,0,11,12SpacC4T,170706
4,3.803888888888889,0,11,12SpacC4T,170706
5,7.668333333333333,0,11,12SpacC4T,170706
6,0.9455555555555556,0,11,12SpacC4T,170706
7,2.0744444444444445,0,11,12SpacC4T,170706
8,1.7233333333333334,0,11,12SpacC4T,170706
9,0.82,0,11,12SpacC4T,170706
10,1.9638888888888888,0,11,12SpacC4T,170706
11,1.1888888888888889,0,11,12SpacC4T,170706
12,1.1027777777777779,0,11,12SpacC4T,170706
13,7.3372222222222225,0,11,12SpacC4T,170706
14,6.890555555555555,0,11,12SpacC4T,170706
15,12.255555555555556,0,11,12SpacC4T,170706
16,11.79,0,11,12SpacC4T,170706
17,1.9027777777777777,0,11,12SpacC4T,170706
18,0.9988888888888889,0,11,12SpacC4T,170706
19,5.832777777777777,0,11,12SpacC4T,170706
20,3.3294444444444444,0,11,12SpacC4T,170706
21,13.765,0,11,12SpacC4T,170706
22,4.935555555555555,0,11,12SpacC4T,170706
23,1.805,0,11,12SpacC4T,170706
24,1.3683333333333334,0,11,12SpacC4T,170706
25,4.976111111111111,0,11,12SpacC4T,170706
26,1.6033333333333333,0,11,12SpacC4T,170706
27,0.8244444444444444,0,11,12SpacC4T,170706
28,0.8527777777777777,0,11,12SpacC4T,170706
29,2.8894444444444445,0,11,12SpacC4T,170706
30,2.602222222222222,0,11,12SpacC4T,170706
31,1.1733333333333333,0,11,12SpacC4T,170706
32,0.9744444444444444,0,11,12SpacC4T,170706
0,1.9783333333333333,0,12,12SpacC4T,170706
1,1.2527777777777778,0,12,12SpacC4T,170706
2,1.038888888888889,0,12,12SpacC4T,170706
3,1.3266666666666667,0,12,12SpacC4T,170706
4,1.5005555555555556,0,12,12SpacC4T,170706
5,4.197777777777778,0,12,12SpacC4T,170706
6,12.838888888888889,0,12,12SpacC4T,170706
7,0.8133333333333334,0,12,12SpacC4T,170706
8,0.9977777777777778,0,12,12SpacC4T,170706
9,0.7738888888888888,0,12,12SpacC4T,170706
10,20.241666666666667,0,12,12SpacC4T,170706
11,3.2733333333333334,0,12,12SpacC4T,170706
12,1.84,0,12,12SpacC4T,170706
13,1.405,0,12,12SpacC4T,170706
14,1.948888888888889,0,12,12SpacC4T,170706
15,1.4222222222222223,0,12,12SpacC4T,170706
16,2.2616666666666667,0,12,12SpacC4T,170706
17,1.0344444444444445,0,12,12SpacC4T,170706
18,1.6066666666666667,0,12,12SpacC4T,170706
19,4.3372222222222225,0,12,12SpacC4T,170706
20,6.843333333333334,0,12,12SpacC4T,170706
21,1.316111111111111,0,12,12SpacC4T,170706
22,6.841666666666667,0,12,12SpacC4T,170706
0,2.6883333333333335,0,13,12SpacC4T,170706
1,34.971666666666664,0,13,12SpacC4T,170706
2,20.993333333333332,0,13,12SpacC4T,170706
3,0.9777777777777777,0,13,12SpacC4T,170706
4,1.85,0,13,12SpacC4T,170706
5,12.419444444444444,0,13,12SpacC4T,170706
6,8.102222222222222,0,13,12SpacC4T,170706
7,6.452222222222222,0,13,12SpacC4T,170706
8,1.2744444444444445,0,13,12SpacC4T,170706
9,21.661666666666665,0,13,12SpacC4T,170706
10,4.302222222222222,0,13,12SpacC4T,170706
11,1.0705555555555555,0,13,12SpacC4T,170706
12,0.9188888888888889,0,13,12SpacC4T,170706
0,2.4655555555555555,0,2,12SpacC8T,180122
0,0.8377777777777777,0,4,12SpacC8T,180122
1,0.7883333333333333,0,4,12SpacC8T,180122
2,0.7911111111111111,0,4,12SpacC8T,180122
3,3.9283333333333332,0,4,12SpacC8T,180122
0,3.5366666666666666,0,7,12SpacC8T,180122
1,0.7522222222222222,0,7,12SpacC8T,180122
2,1.731111111111111,0,7,12SpacC8T,180122
0,0.8188888888888889,0,3,12HeptT6AG7C,181029
0,2.4405555555555556,0,6,12SpacA7C,Date Unknown
1,4.435,0,6,12SpacA7C,Date Unknown
2,1.86,0,6,12SpacA7C,Date Unknown
3,1.6805555555555556,0,6,12SpacA7C,Date Unknown
0,1.1577777777777778,0,7,12SpacA7C,Date Unknown
1,5.4688888888888885,0,7,12SpacA7C,Date Unknown
0,4.708333333333333,0,8,12SpacA7C,Date Unknown
1,18.315555555555555,0,8,12SpacA7C,Date Unknown
2,2.8072222222222223,0,8,12SpacA7C,Date Unknown
3,2.4483333333333333,0,8,12SpacA7C,Date Unknown
4,2.1533333333333333,0,8,12SpacA7C,Date Unknown
5,33.99777777777778,0,8,12SpacA7C,Date Unknown
6,5.481111111111111,0,8,12SpacA7C,Date Unknown
7,1.7538888888888888,0,8,12SpacA7C,Date Unknown
8,0.7327777777777778,0,8,12SpacA7C,Date Unknown
9,2.8627777777777776,0,8,12SpacA7C,Date Unknown
0,8.894444444444444,0,9,12SpacA7C,Date Unknown
1,8.623333333333333,0,9,12SpacA7C,Date Unknown
2,6.391111111111111,0,9,12SpacA7C,Date Unknown
3,21.084444444444443,0,9,12SpacA7C,Date Unknown
4,1.3994444444444445,0,9,12SpacA7C,Date Unknown
5,3.6238888888888887,0,9,12SpacA7C,Date Unknown
6,1.5177777777777777,0,9,12SpacA7C,Date Unknown
0,0.8716666666666667,0,1,WT12rss,190411
1,1.9533333333333334,0,1,WT12rss,190411
2,0.83,0,1,WT12rss,190411
3,0.8755555555555555,0,1,WT12rss,190411
4,10.732777777777779,0,1,WT12rss,190411
5,0.7422222222222222,0,1,WT12rss,190411
6,5.053333333333334,0,1,WT12rss,190411
7,0.7283333333333334,0,1,WT12rss,190411
8,0.7588888888888888,0,1,WT12rss,190411
9,1.8305555555555555,0,1,WT12rss,190411
10,0.9961111111111111,0,1,WT12rss,190411
11,0.7238888888888889,0,1,WT12rss,190411
12,17.683333333333334,0,1,WT12rss,190411
13,3.678888888888889,0,1,WT12rss,190411
14,2.1044444444444443,0,1,WT12rss,190411
15,23.831666666666667,0,1,WT12rss,190411
16,1.6388888888888888,0,1,WT12rss,190411
0,10.23611111111111,0,2,WT12rss,190411
1,1.4822222222222223,0,2,WT12rss,190411
2,2.3516666666666666,0,2,WT12rss,190411
3,1.191111111111111,0,2,WT12rss,190411
4,1.7766666666666666,0,2,WT12rss,190411
5,0.8177777777777778,0,2,WT12rss,190411
6,0.73,0,2,WT12rss,190411
7,0.7494444444444445,0,2,WT12rss,190411
8,1.2022222222222223,0,2,WT12rss,190411
9,0.7633333333333333,0,2,WT12rss,190411
0,2.793888888888889,0,3,WT12rss,190411
1,1.9922222222222221,0,3,WT12rss,190411
2,0.7688888888888888,0,3,WT12rss,190411
3,14.605,0,3,WT12rss,190411
4,0.7777777777777778,0,3,WT12rss,190411
5,4.032222222222222,0,3,WT12rss,190411
6,0.8827777777777778,0,3,WT12rss,190411
7,0.9866666666666667,0,3,WT12rss,190411
8,8.972222222222221,0,3,WT12rss,190411
9,2.087222222222222,0,3,WT12rss,190411
10,1.0566666666666666,0,3,WT12rss,190411
0,2.6844444444444444,0,5,WT12rss,190411
1,2.045,0,5,WT12rss,190411
2,4.366666666666666,0,5,WT12rss,190411
3,0.7944444444444444,0,5,WT12rss,190411
4,8.961666666666666,0,5,WT12rss,190411
5,1.541111111111111,0,5,WT12rss,190411
6,0.7405555555555555,0,5,WT12rss,190411
7,10.653333333333334,0,5,WT12rss,190411
8,4.262222222222222,0,5,WT12rss,190411
9,1.0694444444444444,0,5,WT12rss,190411
0,16.76388888888889,0,7,WT12rss,190411
1,0.8716666666666667,0,7,WT12rss,190411
2,1.1272222222222221,0,7,WT12rss,190411
3,6.271111111111111,0,7,WT12rss,190411
4,1.4933333333333334,0,7,WT12rss,190411
5,0.8844444444444445,0,7,WT12rss,190411
6,0.8366666666666667,0,7,WT12rss,190411
7,41.15888888888889,0,7,WT12rss,190411
8,0.7772222222222223,0,7,WT12rss,190411
9,1.6916666666666667,0,7,WT12rss,190411
0,1.4094444444444445,0,10,WT12rss,190411
1,2.8366666666666664,0,10,WT12rss,190411
2,10.357222222222223,0,10,WT12rss,190411
3,2.997777777777778,0,10,WT12rss,190411
4,2.9905555555555554,0,10,WT12rss,190411
5,0.925,0,10,WT12rss,190411
6,0.8783333333333333,0,10,WT12rss,190411
7,18.923333333333332,0,10,WT12rss,190411
8,1.4283333333333332,0,10,WT12rss,190411
9,1.3372222222222223,0,10,WT12rss,190411
10,4.371111111111111,0,10,WT12rss,190411
0,2.0855555555555556,0,11,WT12rss,190411
1,1.8183333333333334,0,11,WT12rss,190411
2,15.443888888888889,0,11,WT12rss,190411
3,2.4616666666666664,0,11,WT12rss,190411
4,5.092222222222222,0,11,WT12rss,190411
0,0.77,0,12,WT12rss,190411
0,2.152222222222222,0,15,WT12rss,190411
1,1.1377777777777778,0,15,WT12rss,190411
2,2.993888888888889,0,15,WT12rss,190411
3,2.901666666666667,0,15,WT12rss,190411
0,6.836111111111111,0,17,WT12rss,190411
1,6.738333333333333,0,17,WT12rss,190411
2,0.9716666666666667,0,17,WT12rss,190411
3,1.9322222222222223,0,17,WT12rss,190411
4,1.0205555555555557,0,17,WT12rss,190411
5,1.1388888888888888,0,17,WT12rss,190411
6,1.3444444444444446,0,17,WT12rss,190411
7,0.7716666666666666,0,17,WT12rss,190411
8,1.251111111111111,0,17,WT12rss,190411
0,3.5044444444444443,0,19,WT12rss,190411
1,0.7633333333333333,0,19,WT12rss,190411
2,3.7716666666666665,0,19,WT12rss,190411
3,3.7294444444444443,0,19,WT12rss,190411
4,4.127222222222223,0,19,WT12rss,190411
5,3.082777777777778,0,19,WT12rss,190411
6,5.628888888888889,0,19,WT12rss,190411
7,0.8238888888888889,0,19,WT12rss,190411
8,1.2266666666666666,0,19,WT12rss,190411
9,0.9511111111111111,0,19,WT12rss,190411
10,1.3572222222222223,0,19,WT12rss,190411
11,2.1727777777777777,0,19,WT12rss,190411
12,0.9138888888888889,0,19,WT12rss,190411
0,1.5905555555555555,0,20,WT12rss,190411
1,0.9822222222222222,0,20,WT12rss,190411
2,3.1355555555555554,0,20,WT12rss,190411
3,1.5394444444444444,0,20,WT12rss,190411
4,0.7505555555555555,0,20,WT12rss,190411
5,0.9844444444444445,0,20,WT12rss,190411
6,1.6522222222222223,0,20,WT12rss,190411
7,1.3033333333333332,0,20,WT12rss,190411
8,0.8427777777777777,0,20,WT12rss,190411
0,18.805,0,21,WT12rss,190411
1,2.0772222222222223,0,21,WT12rss,190411
2,45.568333333333335,0,21,WT12rss,190411
3,4.725555555555555,0,21,WT12rss,190411
4,0.8933333333333333,0,21,WT12rss,190411
5,2.9494444444444445,0,21,WT12rss,190411
6,1.555,0,21,WT12rss,190411
7,6.755,0,21,WT12rss,190411
8,4.228888888888889,0,21,WT12rss,190411
9,3.6977777777777776,0,21,WT12rss,190411
10,2.4077777777777776,0,21,WT12rss,190411
11,0.8738888888888889,0,21,WT12rss,190411
12,13.365555555555556,0,21,WT12rss,190411
0,0.8211111111111111,0,22,WT12rss,190411
1,3.2344444444444442,0,22,WT12rss,190411
0,1.4144444444444444,0,23,WT12rss,190411
1,1.7883333333333333,0,23,WT12rss,190411
2,5.267222222222222,0,23,WT12rss,190411
3,12.024444444444445,0,23,WT12rss,190411
4,5.828888888888889,0,23,WT12rss,190411
0,1.396111111111111,0,24,WT12rss,190411
1,2.111666666666667,0,24,WT12rss,190411
2,1.8433333333333333,0,24,WT12rss,190411
3,0.765,0,24,WT12rss,190411
4,10.320555555555556,0,24,WT12rss,190411
5,14.977777777777778,0,24,WT12rss,190411
6,0.7661111111111111,0,24,WT12rss,190411
7,0.8133333333333334,0,24,WT12rss,190411
8,6.891666666666667,0,24,WT12rss,190411
0,1.8172222222222223,0,25,WT12rss,190411
1,1.9933333333333334,0,25,WT12rss,190411
2,3.06,0,25,WT12rss,190411
3,1.541111111111111,0,25,WT12rss,190411
0,1.4094444444444445,0,26,WT12rss,190411
1,0.8322222222222222,0,26,WT12rss,190411
2,3.81,0,26,WT12rss,190411
3,11.867777777777778,0,26,WT12rss,190411
4,2.608888888888889,0,26,WT12rss,190411
5,1.0883333333333334,0,26,WT12rss,190411
6,0.9283333333333333,0,26,WT12rss,190411
0,0.7283333333333334,0,2,V5-43,180329
1,0.7661111111111111,0,2,V5-43,180329
2,0.8466666666666667,0,2,V5-43,180329
3,6.403888888888889,0,2,V5-43,180329
4,30.075,0,2,V5-43,180329
5,0.9533333333333334,0,2,V5-43,180329
0,1.4538888888888888,0,1,V6-15,190515
1,22.404444444444444,0,1,V6-15,190515
2,9.45,0,1,V6-15,190515
3,0.96,0,1,V6-15,190515
4,1.0061111111111112,0,1,V6-15,190515
5,1.3316666666666668,0,1,V6-15,190515
0,1.8227777777777778,0,3,V6-15,190515
1,1.4805555555555556,0,3,V6-15,190515
2,2.486666666666667,0,3,V6-15,190515
3,1.7505555555555556,0,3,V6-15,190515
0,1.7233333333333334,0,4,V6-15,190515
0,0.9638888888888889,0,5,V6-15,190515
1,0.7883333333333333,0,5,V6-15,190515
0,1.6488888888888888,0,6,V6-15,190515
1,1.065,0,6,V6-15,190515
2,1.09,0,6,V6-15,190515
0,0.8155555555555556,0,7,V6-15,190515
0,0.845,0,8,V6-15,190515
1,0.7672222222222222,0,8,V6-15,190515
2,0.8288888888888889,0,8,V6-15,190515
0,1.02,0,9,V6-15,190515
1,1.74,0,9,V6-15,190515
2,1.0722222222222222,0,9,V6-15,190515
3,0.7683333333333333,0,9,V6-15,190515
4,6.3438888888888885,0,9,V6-15,190515
0,8.583333333333334,0,10,V6-15,190515
1,6.526666666666666,0,10,V6-15,190515
2,8.187777777777777,0,10,V6-15,190515
3,1.8877777777777778,0,10,V6-15,190515
0,0.8283333333333334,0,11,V6-15,190515
1,0.9827777777777778,0,11,V6-15,190515
2,56.86333333333334,0,11,V6-15,190515
0,6.347222222222222,0,1,12HeptC3G,161002
1,22.61777777777778,0,1,12HeptC3G,161002
2,0.7777777777777778,0,1,12HeptC3G,161002
3,1.905,0,1,12HeptC3G,161002
4,1.74,0,1,12HeptC3G,161002
5,0.7661111111111111,0,1,12HeptC3G,161002
6,1.0805555555555555,0,1,12HeptC3G,161002
7,1.095,0,1,12HeptC3G,161002
8,0.75,0,1,12HeptC3G,161002
0,1.8694444444444445,0,2,12HeptC3G,161002
1,1.0383333333333333,0,2,12HeptC3G,161002
2,16.545,0,2,12HeptC3G,161002
3,0.7694444444444445,0,2,12HeptC3G,161002
4,1.5394444444444444,0,2,12HeptC3G,161002
5,4.147222222222222,0,2,12HeptC3G,161002
6,0.7177777777777777,0,2,12HeptC3G,161002
7,2.3422222222222224,0,2,12HeptC3G,161002
8,1.4077777777777778,0,2,12HeptC3G,161002
9,0.7394444444444445,0,2,12HeptC3G,161002
10,0.725,0,2,12HeptC3G,161002
0,0.8877777777777778,0,4,12HeptC3G,161002
1,0.7477777777777778,0,4,12HeptC3G,161002
2,1.8566666666666667,0,4,12HeptC3G,161002
3,6.895555555555555,0,4,12HeptC3G,161002
4,0.9833333333333333,0,4,12HeptC3G,161002
5,0.7205555555555555,0,4,12HeptC3G,161002
6,1.3283333333333334,0,4,12HeptC3G,161002
7,0.7316666666666667,0,4,12HeptC3G,161002
8,0.7166666666666667,0,4,12HeptC3G,161002
9,1.031111111111111,0,4,12HeptC3G,161002
0,4.158888888888889,0,5,12HeptC3G,161002
1,1.636111111111111,0,5,12HeptC3G,161002
2,1.7316666666666667,0,5,12HeptC3G,161002
3,1.1266666666666667,0,5,12HeptC3G,161002
4,0.9127777777777778,0,5,12HeptC3G,161002
5,1.508888888888889,0,5,12HeptC3G,161002
6,3.486111111111111,0,5,12HeptC3G,161002
7,1.0572222222222223,0,5,12HeptC3G,161002
8,1.4294444444444445,0,5,12HeptC3G,161002
9,7.154444444444445,0,5,12HeptC3G,161002
10,4.416111111111111,0,5,12HeptC3G,161002
11,4.626111111111111,0,5,12HeptC3G,161002
12,0.7783333333333333,0,5,12HeptC3G,161002
0,0.905,0,7,12HeptC3G,161002
1,1.4844444444444445,0,7,12HeptC3G,161002
2,44.525,0,7,12HeptC3G,161002
3,4.302222222222222,0,7,12HeptC3G,161002
4,1.0383333333333333,0,7,12HeptC3G,161002
5,1.6688888888888889,0,7,12HeptC3G,161002
0,1.8333333333333333,0,8,12HeptC3G,161002
1,2.0,0,8,12HeptC3G,161002
2,1.7461111111111112,0,8,12HeptC3G,161002
3,1.7827777777777778,0,8,12HeptC3G,161002
0,0.875,0,2,DFL161,180330
1,0.7522222222222222,0,2,DFL161,180330
2,0.7211111111111111,0,2,DFL161,180330
0,1.1055555555555556,0,6,DFL161,180330
1,8.206111111111111,0,6,DFL161,180330
2,0.7338888888888889,0,6,DFL161,180330
3,4.9688888888888885,0,6,DFL161,180330
4,8.444444444444445,0,6,DFL161,180330
0,7.902777777777778,0,2,12HeptC3T,161102
1,1.5133333333333334,0,2,12HeptC3T,161102
2,1.511111111111111,0,2,12HeptC3T,161102
3,0.8194444444444444,0,2,12HeptC3T,161102
4,2.2583333333333333,0,2,12HeptC3T,161102
5,0.7394444444444445,0,2,12HeptC3T,161102
6,0.7616666666666667,0,2,12HeptC3T,161102
0,8.437222222222223,0,4,12HeptC3T,161102
1,0.7411111111111112,0,4,12HeptC3T,161102
2,0.9061111111111111,0,4,12HeptC3T,161102
3,7.788888888888889,0,4,12HeptC3T,161102
4,3.2327777777777778,0,4,12HeptC3T,161102
5,1.1655555555555555,0,4,12HeptC3T,161102
6,1.7738888888888888,0,4,12HeptC3T,161102
7,0.8438888888888889,0,4,12HeptC3T,161102
0,20.486666666666668,0,5,12HeptC3T,161102
1,31.04277777777778,0,5,12HeptC3T,161102
2,4.934444444444445,0,5,12HeptC3T,161102
3,2.3022222222222224,0,5,12HeptC3T,161102
4,0.9788888888888889,0,5,12HeptC3T,161102
5,3.65,0,5,12HeptC3T,161102
6,2.1094444444444442,0,5,12HeptC3T,161102
7,5.168888888888889,0,5,12HeptC3T,161102
8,7.049444444444444,0,5,12HeptC3T,161102
0,1.6522222222222223,0,6,12HeptC3T,161102
1,5.028888888888889,0,6,12HeptC3T,161102
2,5.09,0,6,12HeptC3T,161102
3,1.8427777777777778,0,6,12HeptC3T,161102
4,3.171666666666667,0,6,12HeptC3T,161102
5,1.9288888888888889,0,6,12HeptC3T,161102
6,2.02,0,6,12HeptC3T,161102
7,0.9438888888888889,0,6,12HeptC3T,161102
8,0.7966666666666666,0,6,12HeptC3T,161102
9,16.406111111111112,0,6,12HeptC3T,161102
10,16.184444444444445,0,6,12HeptC3T,161102
11,2.7405555555555554,0,6,12HeptC3T,161102
12,6.967777777777778,0,6,12HeptC3T,161102
13,0.8144444444444444,0,6,12HeptC3T,161102
14,36.48,0,6,12HeptC3T,161102
15,5.985,0,6,12HeptC3T,161102
16,16.340555555555557,0,6,12HeptC3T,161102
17,2.255,0,6,12HeptC3T,161102
18,13.001111111111111,0,6,12HeptC3T,161102
0,2.0944444444444446,0,7,12HeptC3T,161102
1,1.086111111111111,0,7,12HeptC3T,161102
2,6.865,0,7,12HeptC3T,161102
3,0.7477777777777778,0,7,12HeptC3T,161102
4,4.435555555555555,0,7,12HeptC3T,161102
5,0.7622222222222222,0,7,12HeptC3T,161102
0,1.7138888888888888,0,8,12HeptC3T,161102
0,0.9794444444444445,0,9,12HeptC3T,161102
1,0.8161111111111111,0,9,12HeptC3T,161102
2,0.865,0,9,12HeptC3T,161102
3,0.9683333333333334,0,9,12HeptC3T,161102
4,0.81,0,9,12HeptC3T,161102
0,2.043888888888889,0,2,12SpacG10T,170808
1,5.52,0,2,12SpacG10T,170808
2,9.762777777777778,0,2,12SpacG10T,170808
3,1.6333333333333333,0,2,12SpacG10T,170808
4,1.1133333333333333,0,2,12SpacG10T,170808
0,0.7305555555555555,0,3,12SpacG10T,170808
1,1.586111111111111,0,3,12SpacG10T,170808
2,3.94,0,3,12SpacG10T,170808
3,4.234444444444445,0,3,12SpacG10T,170808
4,15.365,0,3,12SpacG10T,170808
5,1.521111111111111,0,3,12SpacG10T,170808
6,3.2583333333333333,0,3,12SpacG10T,170808
7,3.2816666666666667,0,3,12SpacG10T,170808
8,0.8716666666666667,0,3,12SpacG10T,170808
9,2.6144444444444446,0,3,12SpacG10T,170808
10,4.631111111111111,0,3,12SpacG10T,170808
0,1.625,0,4,12SpacG10T,170808
1,0.8011111111111111,0,4,12SpacG10T,170808
2,1.0027777777777778,0,4,12SpacG10T,170808
3,1.8883333333333334,0,4,12SpacG10T,170808
4,6.584444444444444,0,4,12SpacG10T,170808
5,10.126666666666667,0,4,12SpacG10T,170808
0,7.741666666666666,0,2,12SpacC1A,181005
1,2.1527777777777777,0,2,12SpacC1A,181005
2,3.026111111111111,0,2,12SpacC1A,181005
3,9.706111111111111,0,2,12SpacC1A,181005
4,1.7705555555555557,0,2,12SpacC1A,181005
5,0.7433333333333333,0,2,12SpacC1A,181005
0,4.230555555555555,0,3,12SpacC1A,181005
1,0.7522222222222222,0,3,12SpacC1A,181005
2,3.511111111111111,0,3,12SpacC1A,181005
0,0.7344444444444445,0,5,12SpacC1A,181005
1,0.8505555555555555,0,5,12SpacC1A,181005
2,0.9516666666666667,0,5,12SpacC1A,181005
3,0.8077777777777778,0,5,12SpacC1A,181005
4,11.52111111111111,0,5,12SpacC1A,181005
5,1.9361111111111111,0,5,12SpacC1A,181005
6,4.4944444444444445,0,5,12SpacC1A,181005
7,2.872777777777778,0,5,12SpacC1A,181005
8,3.4683333333333333,0,5,12SpacC1A,181005
9,1.4677777777777778,0,5,12SpacC1A,181005
10,1.3372222222222223,0,5,12SpacC1A,181005
11,1.3283333333333334,0,5,12SpacC1A,181005
12,7.1338888888888885,0,5,12SpacC1A,181005
13,1.025,0,5,12SpacC1A,181005
14,1.1072222222222223,0,5,12SpacC1A,181005
15,2.821111111111111,0,5,12SpacC1A,181005
16,2.7244444444444444,0,5,12SpacC1A,181005
17,1.4066666666666667,0,5,12SpacC1A,181005
18,5.211666666666667,0,5,12SpacC1A,181005
0,1.6111111111111112,0,6,12SpacC1A,181005
1,4.372222222222222,0,6,12SpacC1A,181005
2,0.8405555555555555,0,6,12SpacC1A,181005
3,5.245,0,6,12SpacC1A,181005
4,32.78777777777778,0,6,12SpacC1A,181005
5,0.8244444444444444,0,6,12SpacC1A,181005
0,2.1255555555555556,0,7,12SpacC1A,181005
1,1.6416666666666666,0,7,12SpacC1A,181005
2,0.7994444444444444,0,7,12SpacC1A,181005
3,1.8311111111111111,0,7,12SpacC1A,181005
4,2.812222222222222,0,7,12SpacC1A,181005
5,3.7216666666666667,0,7,12SpacC1A,181005
6,3.527222222222222,0,7,12SpacC1A,181005
7,10.758333333333333,0,7,12SpacC1A,181005
8,17.826666666666668,0,7,12SpacC1A,181005
9,1.75,0,7,12SpacC1A,181005
10,1.65,0,7,12SpacC1A,181005
11,1.1083333333333334,0,7,12SpacC1A,181005
12,1.345,0,7,12SpacC1A,181005
13,4.226111111111111,0,7,12SpacC1A,181005
0,0.8833333333333333,0,1,12HeptG7A,190423
1,4.653333333333333,0,1,12HeptG7A,190423
0,2.566666666666667,0,3,12HeptG7A,190423
1,1.3983333333333334,0,3,12HeptG7A,190423
2,3.3383333333333334,0,3,12HeptG7A,190423
3,2.406111111111111,0,3,12HeptG7A,190423
