index,dwell_time_min,cut,replicate,mutant,date
2,5.127222222222223,0,12,12SpacG11T,190516
3,1.6,0,12,12SpacG11T,190516
4,8.936666666666667,0,12,12SpacG11T,190516
5,1.6766666666666667,0,12,12SpacG11T,190516
6,1.3877777777777778,0,12,12SpacG11T,190516
0,0.7477777777777778,0,14,12SpacG11T,190516
1,1.3788888888888888,0,14,12SpacG11T,190516
2,30.56888888888889,0,14,12SpacG11T,190516
0,2.7983333333333333,0,15,12SpacG11T,190516
1,2.796666666666667,0,15,12SpacG11T,190516
2,0.9055555555555556,0,15,12SpacG11T,190516
3,1.1655555555555555,0,15,12SpacG11T,190516
4,0.7527777777777778,0,15,12SpacG11T,190516
5,20.413888888888888,0,15,12SpacG11T,190516
0,1.6605555555555556,0,16,12SpacG11T,190516
1,4.288333333333333,0,16,12SpacG11T,190516
2,1.0822222222222222,0,16,12SpacG11T,190516
3,1.0816666666666668,0,16,12SpacG11T,190516
4,1.3372222222222223,0,16,12SpacG11T,190516
5,1.0216666666666667,0,16,12SpacG11T,190516
6,37.272777777777776,0,16,12SpacG11T,190516
7,3.0327777777777776,0,16,12SpacG11T,190516
8,1.1483333333333334,0,16,12SpacG11T,190516
9,1.0466666666666666,0,16,12SpacG11T,190516
10,2.3794444444444443,0,16,12SpacG11T,190516
11,1.5922222222222222,0,16,12SpacG11T,190516
0,0.9894444444444445,0,18,12SpacG11T,190516
1,1.0533333333333332,0,18,12SpacG11T,190516
2,11.454444444444444,0,18,12SpacG11T,190516
3,5.052222222222222,0,18,12SpacG11T,190516
4,21.708333333333332,0,18,12SpacG11T,190516
0,1.0022222222222221,0,19,12SpacG11T,190516
1,3.3338888888888887,0,19,12SpacG11T,190516
2,2.0211111111111113,0,19,12SpacG11T,190516
3,2.99,0,19,12SpacG11T,190516
4,1.068888888888889,0,19,12SpacG11T,190516
5,8.264444444444445,0,19,12SpacG11T,190516
6,5.234444444444445,0,19,12SpacG11T,190516
7,6.601666666666667,0,19,12SpacG11T,190516
8,6.732777777777778,0,19,12SpacG11T,190516
9,1.8205555555555555,0,19,12SpacG11T,190516
10,0.9722222222222222,0,19,12SpacG11T,190516
11,0.7461111111111111,0,19,12SpacG11T,190516
12,36.852777777777774,0,19,12SpacG11T,190516
13,20.950555555555557,0,19,12SpacG11T,190516
14,40.971111111111114,0,19,12SpacG11T,190516
15,2.3855555555555554,0,19,12SpacG11T,190516
16,4.290555555555556,0,19,12SpacG11T,190516
17,1.0727777777777778,0,19,12SpacG11T,190516
0,3.266111111111111,0,20,12SpacG11T,190516
1,0.8461111111111111,0,20,12SpacG11T,190516
2,0.7261111111111112,0,20,12SpacG11T,190516
3,0.9694444444444444,0,20,12SpacG11T,190516
4,0.7522222222222222,0,20,12SpacG11T,190516
5,2.246111111111111,0,20,12SpacG11T,190516
0,2.027222222222222,0,21,12SpacG11T,190516
1,2.9072222222222224,0,21,12SpacG11T,190516
2,2.9833333333333334,0,21,12SpacG11T,190516
3,0.7788888888888889,0,21,12SpacG11T,190516
4,0.7822222222222223,0,21,12SpacG11T,190516
5,5.170555555555556,0,21,12SpacG11T,190516
6,2.6327777777777777,0,21,12SpacG11T,190516
7,0.9255555555555556,0,21,12SpacG11T,190516
8,1.2483333333333333,0,21,12SpacG11T,190516
9,3.5805555555555557,0,21,12SpacG11T,190516
0,1.7533333333333334,0,22,12SpacG11T,190516
1,2.4338888888888888,0,22,12SpacG11T,190516
2,4.082222222222223,0,22,12SpacG11T,190516
3,2.8577777777777778,0,22,12SpacG11T,190516
4,3.31,0,22,12SpacG11T,190516
5,5.556111111111111,0,22,12SpacG11T,190516
0,3.576111111111111,0,23,12SpacG11T,190516
1,5.910555555555556,0,23,12SpacG11T,190516
2,1.7322222222222223,0,23,12SpacG11T,190516
3,2.19,0,23,12SpacG11T,190516
4,2.2288888888888887,0,23,12SpacG11T,190516
5,0.9844444444444445,0,23,12SpacG11T,190516
6,2.578888888888889,0,23,12SpacG11T,190516
7,2.5016666666666665,0,23,12SpacG11T,190516
8,8.412222222222223,0,23,12SpacG11T,190516
9,1.1233333333333333,0,23,12SpacG11T,190516
10,1.1716666666666666,0,23,12SpacG11T,190516
11,0.7916666666666666,0,23,12SpacG11T,190516
0,2.111666666666667,0,24,12SpacG11T,190516
1,4.09,0,24,12SpacG11T,190516
2,1.488888888888889,0,24,12SpacG11T,190516
3,2.082222222222222,0,24,12SpacG11T,190516
4,2.266111111111111,0,24,12SpacG11T,190516
5,11.955,0,24,12SpacG11T,190516
6,2.4694444444444446,0,24,12SpacG11T,190516
7,2.993333333333333,0,24,12SpacG11T,190516
8,2.2,0,24,12SpacG11T,190516
9,1.4805555555555556,0,24,12SpacG11T,190516
10,5.435,0,24,12SpacG11T,190516
11,0.7505555555555555,0,24,12SpacG11T,190516
12,0.8194444444444444,0,24,12SpacG11T,190516
0,2.3183333333333334,0,25,12SpacG11T,190516
1,1.5461111111111112,0,25,12SpacG11T,190516
2,2.5355555555555553,0,25,12SpacG11T,190516
3,1.0227777777777778,0,25,12SpacG11T,190516
4,22.09888888888889,0,25,12SpacG11T,190516
5,1.2566666666666666,0,25,12SpacG11T,190516
6,0.9255555555555556,0,25,12SpacG11T,190516
7,2.2616666666666667,0,25,12SpacG11T,190516
0,0.7311111111111112,0,26,12SpacG11T,190516
1,7.889444444444444,0,26,12SpacG11T,190516
2,2.547222222222222,0,26,12SpacG11T,190516
0,1.0905555555555555,0,27,12SpacG11T,190516
1,3.5455555555555556,0,27,12SpacG11T,190516
2,1.616111111111111,0,27,12SpacG11T,190516
3,0.7261111111111112,0,27,12SpacG11T,190516
4,1.298888888888889,0,27,12SpacG11T,190516
0,9.155,0,28,12SpacG11T,190516
1,3.3555555555555556,0,28,12SpacG11T,190516
2,2.542222222222222,0,28,12SpacG11T,190516
3,29.128333333333334,0,28,12SpacG11T,190516
4,0.8405555555555555,0,28,12SpacG11T,190516
5,0.8627777777777778,0,28,12SpacG11T,190516
6,1.7377777777777779,0,28,12SpacG11T,190516
7,1.1455555555555557,0,28,12SpacG11T,190516
8,3.2,0,28,12SpacG11T,190516
9,1.4505555555555556,0,28,12SpacG11T,190516
10,5.790555555555556,0,28,12SpacG11T,190516
11,3.5083333333333333,0,28,12SpacG11T,190516
12,15.321111111111112,0,28,12SpacG11T,190516
13,10.032222222222222,0,28,12SpacG11T,190516
14,1.1105555555555555,0,28,12SpacG11T,190516
0,0.7427777777777778,0,32,12SpacG11T,190516
0,1.451111111111111,0,33,12SpacG11T,190516
1,14.944444444444445,0,33,12SpacG11T,190516
0,2.767777777777778,0,35,12SpacG11T,190516
1,3.355,0,35,12SpacG11T,190516
2,2.9272222222222224,0,35,12SpacG11T,190516
0,3.8577777777777778,0,36,12SpacG11T,190516
1,4.108333333333333,0,36,12SpacG11T,190516
2,2.176111111111111,0,36,12SpacG11T,190516
3,38.60611111111111,0,36,12SpacG11T,190516
4,44.66777777777778,0,36,12SpacG11T,190516
5,44.92166666666667,0,36,12SpacG11T,190516
6,40.05277777777778,0,36,12SpacG11T,190516
7,1.7666666666666666,0,36,12SpacG11T,190516
8,27.77777777777778,0,36,12SpacG11T,190516
0,0.9466666666666667,0,41,12SpacG11T,190516
1,4.61,0,41,12SpacG11T,190516
2,10.076666666666666,0,41,12SpacG11T,190516
3,2.348888888888889,0,41,12SpacG11T,190516
0,1.4294444444444445,0,43,12SpacG11T,190516
1,9.834444444444445,0,43,12SpacG11T,190516
2,13.467222222222222,0,43,12SpacG11T,190516
3,1.9661111111111111,0,43,12SpacG11T,190516
4,0.9005555555555556,0,43,12SpacG11T,190516
5,6.4816666666666665,0,43,12SpacG11T,190516
6,1.8955555555555557,0,43,12SpacG11T,190516
7,8.031666666666666,0,43,12SpacG11T,190516
8,0.7211111111111111,0,43,12SpacG11T,190516
0,4.9911111111111115,0,1,V8-18,180416
0,2.0661111111111112,0,2,V8-18,180416
1,0.8022222222222222,0,2,V8-18,180416
2,0.7372222222222222,0,2,V8-18,180416
3,0.7738888888888888,0,2,V8-18,180416
0,11.398888888888889,0,1,DFL1613,170929
1,0.9122222222222223,0,1,DFL1613,170929
2,1.4177777777777778,0,1,DFL1613,170929
3,2.7466666666666666,0,1,DFL1613,170929
4,0.9105555555555556,0,1,DFL1613,170929
0,3.022777777777778,0,2,DFL1613,170929
1,0.8383333333333334,0,2,DFL1613,170929
2,1.603888888888889,0,2,DFL1613,170929
3,0.9538888888888889,0,2,DFL1613,170929
4,15.356111111111112,0,2,DFL1613,170929
5,1.721111111111111,0,2,DFL1613,170929
6,2.223333333333333,0,2,DFL1613,170929
7,3.6166666666666667,0,2,DFL1613,170929
0,2.0616666666666665,0,3,DFL1613,170929
1,2.417222222222222,0,3,DFL1613,170929
2,0.8561111111111112,0,3,DFL1613,170929
3,1.11,0,3,DFL1613,170929
4,2.426111111111111,0,3,DFL1613,170929
5,1.4833333333333334,0,3,DFL1613,170929
6,0.7883333333333333,0,3,DFL1613,170929
7,2.8316666666666666,0,3,DFL1613,170929
8,1.3583333333333334,0,3,DFL1613,170929
9,0.7405555555555555,0,3,DFL1613,170929
10,1.62,0,3,DFL1613,170929
11,1.8572222222222223,0,3,DFL1613,170929
12,1.4227777777777777,0,3,DFL1613,170929
13,1.6977777777777778,0,3,DFL1613,170929
14,4.068333333333333,0,3,DFL1613,170929
15,5.982222222222222,0,3,DFL1613,170929
16,0.7611111111111111,0,3,DFL1613,170929
17,0.7561111111111111,0,3,DFL1613,170929
18,2.2883333333333336,0,3,DFL1613,170929
19,2.848333333333333,0,3,DFL1613,170929
20,1.5794444444444444,0,3,DFL1613,170929
21,1.3966666666666667,0,3,DFL1613,170929
22,1.0755555555555556,0,3,DFL1613,170929
23,3.0861111111111112,0,3,DFL1613,170929
0,11.347777777777777,0,2,V4-55,180327
1,3.8033333333333332,0,2,V4-55,180327
2,1.5138888888888888,0,2,V4-55,180327
3,1.116111111111111,0,2,V4-55,180327
4,1.1344444444444444,0,2,V4-55,180327
5,1.5822222222222222,0,2,V4-55,180327
0,0.7638888888888888,0,3,V4-55,180327
1,7.351111111111111,0,3,V4-55,180327
2,6.102222222222222,0,3,V4-55,180327
3,3.8116666666666665,0,3,V4-55,180327
4,1.0338888888888889,0,3,V4-55,180327
5,9.427777777777777,0,3,V4-55,180327
6,8.662222222222223,0,3,V4-55,180327
7,2.868888888888889,0,3,V4-55,180327
0,1.9827777777777778,0,4,V4-55,180327
1,17.343888888888888,0,4,V4-55,180327
2,1.458888888888889,0,4,V4-55,180327
3,0.765,0,4,V4-55,180327
4,1.0261111111111112,0,4,V4-55,180327
5,0.8327777777777777,0,4,V4-55,180327
0,6.726111111111111,0,1,V6-17,180312
1,27.779444444444444,0,1,V6-17,180312
2,1.3155555555555556,0,1,V6-17,180312
3,0.9133333333333333,0,1,V6-17,180312
4,1.1477777777777778,0,1,V6-17,180312
5,2.0305555555555554,0,1,V6-17,180312
6,5.427222222222222,0,1,V6-17,180312
7,1.7805555555555554,0,1,V6-17,180312
8,5.887777777777778,0,1,V6-17,180312
9,1.0922222222222222,0,1,V6-17,180312
10,0.8105555555555556,0,1,V6-17,180312
11,0.895,0,1,V6-17,180312
12,0.7483333333333333,0,1,V6-17,180312
13,0.9061111111111111,0,1,V6-17,180312
14,2.0555555555555554,0,1,V6-17,180312
0,0.7494444444444445,0,3,V6-17,180312
1,0.9727777777777777,0,3,V6-17,180312
2,0.9444444444444444,0,3,V6-17,180312
3,0.8144444444444444,0,3,V6-17,180312
4,1.801111111111111,0,3,V6-17,180312
0,48.82222222222222,0,1,12SpacT9C,Date Unknown
1,11.833333333333334,0,1,12SpacT9C,Date Unknown
2,1.0333333333333334,0,1,12SpacT9C,Date Unknown
3,1.1155555555555556,0,1,12SpacT9C,Date Unknown
4,1.7161111111111111,0,1,12SpacT9C,Date Unknown
5,9.401111111111112,0,1,12SpacT9C,Date Unknown
6,1.7266666666666666,0,1,12SpacT9C,Date Unknown
7,1.3444444444444446,0,1,12SpacT9C,Date Unknown
8,7.012222222222222,0,1,12SpacT9C,Date Unknown
0,16.675,0,2,12SpacT9C,Date Unknown
1,2.351111111111111,0,2,12SpacT9C,Date Unknown
2,2.5544444444444445,0,2,12SpacT9C,Date Unknown
3,0.7716666666666666,0,2,12SpacT9C,Date Unknown
4,1.9794444444444443,0,2,12SpacT9C,Date Unknown
5,8.310555555555556,0,2,12SpacT9C,Date Unknown
6,3.2127777777777777,0,2,12SpacT9C,Date Unknown
0,3.6794444444444445,0,3,12SpacT9C,Date Unknown
1,2.071111111111111,0,3,12SpacT9C,Date Unknown
2,1.4666666666666666,0,3,12SpacT9C,Date Unknown
3,4.013333333333334,0,3,12SpacT9C,Date Unknown
4,2.6566666666666667,0,3,12SpacT9C,Date Unknown
5,5.477777777777778,0,3,12SpacT9C,Date Unknown
6,1.305,0,3,12SpacT9C,Date Unknown
7,3.17,0,3,12SpacT9C,Date Unknown
8,3.5305555555555554,0,3,12SpacT9C,Date Unknown
9,0.8027777777777778,0,3,12SpacT9C,Date Unknown
10,1.2305555555555556,0,3,12SpacT9C,Date Unknown
11,0.9766666666666667,0,3,12SpacT9C,Date Unknown
12,5.529444444444445,0,3,12SpacT9C,Date Unknown
13,2.8205555555555555,0,3,12SpacT9C,Date Unknown
0,14.833333333333334,0,4,12SpacT9C,Date Unknown
1,1.2955555555555556,0,4,12SpacT9C,Date Unknown
2,7.777777777777778,0,4,12SpacT9C,Date Unknown
3,14.178333333333333,0,4,12SpacT9C,Date Unknown
4,7.687777777777778,0,4,12SpacT9C,Date Unknown
5,52.31722222222222,0,4,12SpacT9C,Date Unknown
6,0.7483333333333333,0,4,12SpacT9C,Date Unknown
7,0.7294444444444445,0,4,12SpacT9C,Date Unknown
8,1.9816666666666667,0,4,12SpacT9C,Date Unknown
9,2.868333333333333,0,4,12SpacT9C,Date Unknown
0,1.9405555555555556,0,1,12NonA5T,161115
1,1.2644444444444445,0,1,12NonA5T,161115
2,1.491111111111111,0,1,12NonA5T,161115
3,17.366666666666667,0,1,12NonA5T,161115
4,3.7866666666666666,0,1,12NonA5T,161115
5,12.120555555555555,0,1,12NonA5T,161115
0,3.0455555555555556,0,3,12NonA5T,161115
1,0.765,0,3,12NonA5T,161115
2,1.285,0,3,12NonA5T,161115
3,2.5205555555555557,0,3,12NonA5T,161115
4,2.668888888888889,0,3,12NonA5T,161115
5,5.366666666666666,0,3,12NonA5T,161115
6,2.1633333333333336,0,3,12NonA5T,161115
0,1.4005555555555556,0,5,12NonA5T,161115
1,1.2066666666666668,0,5,12NonA5T,161115
2,0.9033333333333333,0,5,12NonA5T,161115
3,3.772222222222222,0,5,12NonA5T,161115
0,1.3605555555555555,0,7,12NonA5T,161115
1,3.6783333333333332,0,7,12NonA5T,161115
2,3.1605555555555553,0,7,12NonA5T,161115
3,4.272222222222222,0,7,12NonA5T,161115
4,1.2016666666666667,0,7,12NonA5T,161115
5,7.957222222222223,0,7,12NonA5T,161115
6,1.07,0,7,12NonA5T,161115
7,13.34,0,7,12NonA5T,161115
8,8.228333333333333,0,7,12NonA5T,161115
9,2.1927777777777777,0,7,12NonA5T,161115
10,5.282222222222222,0,7,12NonA5T,161115
11,0.8311111111111111,0,7,12NonA5T,161115
12,2.546666666666667,0,7,12NonA5T,161115
0,4.105555555555555,0,8,12NonA5T,161115
1,3.5894444444444447,0,8,12NonA5T,161115
2,1.3966666666666667,0,8,12NonA5T,161115
3,0.8,0,8,12NonA5T,161115
4,3.707777777777778,0,8,12NonA5T,161115
5,2.6661111111111113,0,8,12NonA5T,161115
6,2.1705555555555556,0,8,12NonA5T,161115
7,10.341666666666667,0,8,12NonA5T,161115
8,3.5005555555555556,0,8,12NonA5T,161115
9,6.186111111111111,0,8,12NonA5T,161115
10,0.96,0,8,12NonA5T,161115
11,1.54,0,8,12NonA5T,161115
12,6.028888888888889,0,8,12NonA5T,161115
13,2.2955555555555556,0,8,12NonA5T,161115
14,0.7683333333333333,0,8,12NonA5T,161115
15,5.269444444444445,0,8,12NonA5T,161115
0,0.9705555555555555,0,3,12SpacT9G,180403
1,1.0305555555555554,0,3,12SpacT9G,180403
2,3.2555555555555555,0,3,12SpacT9G,180403
3,3.257222222222222,0,3,12SpacT9G,180403
0,17.00611111111111,0,1,12HeptG7C,160804
1,7.1755555555555555,0,1,12HeptG7C,160804
2,1.0755555555555556,0,1,12HeptG7C,160804
3,3.863888888888889,0,1,12HeptG7C,160804
4,1.5138888888888888,0,1,12HeptG7C,160804
5,5.391111111111111,0,1,12HeptG7C,160804
6,0.9177777777777778,0,1,12HeptG7C,160804
0,0.7355555555555555,0,2,12HeptG7C,160804
1,4.934444444444445,0,2,12HeptG7C,160804
2,3.4355555555555557,0,2,12HeptG7C,160804
3,2.051111111111111,0,2,12HeptG7C,160804
0,10.555555555555555,0,3,12HeptG7C,160804
1,10.442777777777778,0,3,12HeptG7C,160804
2,18.322222222222223,0,3,12HeptG7C,160804
3,2.845,0,3,12HeptG7C,160804
4,0.7944444444444444,0,3,12HeptG7C,160804
5,2.9644444444444447,0,3,12HeptG7C,160804
6,1.0577777777777777,0,3,12HeptG7C,160804
7,2.351111111111111,0,3,12HeptG7C,160804
8,1.5716666666666668,0,3,12HeptG7C,160804
9,1.3033333333333332,0,3,12HeptG7C,160804
10,2.9522222222222223,0,3,12HeptG7C,160804
11,0.7838888888888889,0,3,12HeptG7C,160804
12,3.0372222222222223,0,3,12HeptG7C,160804
13,17.631666666666668,0,3,12HeptG7C,160804
14,1.3255555555555556,0,3,12HeptG7C,160804
15,5.174444444444444,0,3,12HeptG7C,160804
0,0.7844444444444445,0,1,12HeptT6A,160902
0,0.7916666666666666,0,4,12HeptT6A,160902
0,0.7322222222222222,0,7,12HeptT6A,160902
0,3.128888888888889,0,3,12SpacA7G,180118
1,0.9416666666666667,0,3,12SpacA7G,180118
2,1.755,0,3,12SpacA7G,180118
3,1.1888888888888889,0,3,12SpacA7G,180118
4,0.7355555555555555,0,3,12SpacA7G,180118
0,0.9127777777777778,0,4,12SpacA7G,180118
1,5.552222222222222,0,4,12SpacA7G,180118
2,4.4511111111111115,0,4,12SpacA7G,180118
0,22.310555555555556,0,7,12SpacA7G,180118
1,6.338888888888889,0,7,12SpacA7G,180118
2,0.75,0,7,12SpacA7G,180118
3,7.098333333333334,0,7,12SpacA7G,180118
0,2.2083333333333335,0,1,12SpacC4G,170620
1,1.5416666666666667,0,1,12SpacC4G,170620
2,0.745,0,1,12SpacC4G,170620
3,3.042777777777778,0,1,12SpacC4G,170620
4,0.8538888888888889,0,1,12SpacC4G,170620
0,0.8227777777777778,0,2,12SpacC4G,170620
1,0.735,0,2,12SpacC4G,170620
0,1.031111111111111,0,3,12SpacC4G,170620
1,1.9233333333333333,0,3,12SpacC4G,170620
2,0.8011111111111111,0,3,12SpacC4G,170620
3,0.8777777777777778,0,3,12SpacC4G,170620
0,0.7366666666666667,0,4,12SpacC4G,170620
1,0.7511111111111111,0,4,12SpacC4G,170620
2,3.6244444444444444,0,4,12SpacC4G,170620
3,16.104444444444443,0,4,12SpacC4G,170620
4,5.008333333333334,0,4,12SpacC4G,170620
5,9.021666666666667,0,4,12SpacC4G,170620
6,6.421111111111111,0,4,12SpacC4G,170620
7,12.295,0,4,12SpacC4G,170620
8,0.77,0,4,12SpacC4G,170620
0,3.698888888888889,0,5,12SpacC4G,170620
1,0.7222222222222222,0,5,12SpacC4G,170620
2,0.8016666666666666,0,5,12SpacC4G,170620
3,1.39,0,5,12SpacC4G,170620
4,0.8183333333333334,0,5,12SpacC4G,170620
5,0.7772222222222223,0,5,12SpacC4G,170620
6,0.7822222222222223,0,5,12SpacC4G,170620
7,0.73,0,5,12SpacC4G,170620
0,1.4316666666666666,0,6,12SpacC4G,170620
1,0.8722222222222222,0,6,12SpacC4G,170620
2,0.7961111111111111,0,6,12SpacC4G,170620
0,3.6327777777777777,0,9,12SpacC4G,170620
1,20.124444444444446,0,9,12SpacC4G,170620
2,0.7544444444444445,0,9,12SpacC4G,170620
0,1.6016666666666666,0,10,12SpacC4G,170620
1,0.7533333333333333,0,10,12SpacC4G,170620
2,2.1333333333333333,0,10,12SpacC4G,170620
3,0.7733333333333333,0,10,12SpacC4G,170620
0,3.598888888888889,0,1,V19-93,190521
0,0.7994444444444444,0,2,V19-93,190521
1,0.7994444444444444,0,2,V19-93,190521
2,25.224444444444444,0,2,V19-93,190521
0,1.6933333333333334,0,3,V19-93,190521
1,1.8077777777777777,0,3,V19-93,190521
2,0.7511111111111111,0,3,V19-93,190521
3,1.7855555555555556,0,3,V19-93,190521
4,4.43,0,3,V19-93,190521
0,0.845,0,7,V19-93,190521
1,4.4622222222222225,0,7,V19-93,190521
2,1.0633333333333332,0,7,V19-93,190521
3,4.552222222222222,0,7,V19-93,190521
4,12.081111111111111,0,7,V19-93,190521
5,2.1883333333333335,0,7,V19-93,190521
0,12.941666666666666,0,8,V19-93,190521
1,0.9011111111111111,0,8,V19-93,190521
2,1.4155555555555555,0,8,V19-93,190521
3,3.0522222222222224,0,8,V19-93,190521
0,1.385,0,10,V19-93,190521
1,0.7472222222222222,0,10,V19-93,190521
